DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
"REKL Batterie hat keine 
Startleistung - lt. Easybatt defekt GRUND Batterie defekt KORRECTUR Startanlage prÜfen, Ladestrom messen, Batterie mit Easybatt 
prÜfen >>> Aufforderung: Laden >>>> nach Ladung NOK >>> 
Batterie A-E, er n, neue Batterie am Fahrzeug speichern; mit 
UDT Fehler auslesen und lÍschen",BATTERY,LOW OUTPUT/EFFICIENCY,BATTERY,1.0,416.18,"REKL  Battery has no 
Starting power - defective according to Easybatt REASON  Battery defective  CORRECTION Check starting system, measure charging current, battery with Easybatt 
check >>> prompt: charging >>>> after charging NOK >>> 
Battery A-E, er n, store new battery on vehicle; with 
Read and delete UDT errors",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA STUKI Z PRZODU KABINY CPRZ LUZNE MOCOWANIE KIERUNKOWSKAZOW W 
ZDERZAKU,ROZKLEJONE ODBLASKI WEWNATRZ. BRAK 
WIDOCZNYCH ZEWNETRZNYCH USZKODZEN 
MECHANICZNYCH KORECTA WYMIANA KIERUNKOWSKAZOW ORAZ SPREZYNEK 
MOCUJACYCH",CAB DIRECTION INDICATOR,LOOSE RETAINER,DIRECTION LAMP,6.0,84.879194,"COMPLAINT  KNOCKING FROM THE FRONT OF THE CABIN  CPRZ LOOSE TURN SIGNAL MOUNTING 
BUMPER, REFLECTORS INSIDE. LACK 
VISIBLE EXTERNAL DAMAGE 
MECHANICAL CORRECTION  REPLACEMENT OF TURN SIGNALS AND SPRINGS 
FIXING",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO FAILUREDESCR  CAUSA CAUSEDESCR  CORREZIONE CORRECTIONDESCR,1-2 SP.SYNCHRO ASSY,DEFECT,KIT-SYNCHRONIZER,1.0,-392.757895, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA UBYTKI PLYNU CHLODZACEGO  CPRZ ROZWARSTWIONA CHLODNICA WODY UKLADU CHLODZENIA SILNIKA  KORECTA WYMIANA CHLODNICY WODY,RADIATOR,BREAK,WATER RADIATOR,1.0,311.635347, COMPLAINT  COOLANT LOSS   CPRZ STRATIFIED ENGINE COOLING SYSTEM WATER COOLER   CORRECTION  REPLACEMENT OF WATER COOLER,{},N/A,N/A,N/A,N/A,N/A,N/A
"KLACHT DEPANNAGE OORZAAK TE ZUTENDAAL CORRECTIE KILOMETERVERGOEDING (24-20) X 1,30 = €5,20",ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,4.0,58.8,COMPLAINT  DEPANNAGE CAUSE  IN ZUTENDAAL  CORRECTION MILEAGE REIMBURSEMENT (24-20) X 1.30 = €5.20,{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA Czas dojazdu na i 
z miejsca pracy 239km CPRZ Czas dojazdu na i 
z miejsca pracy 239km KORECTA Czas dojazdu na i 
z miejsca pracy 239km",ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,320.805369,"COMPLAINT  Travel time to i 
from work 239km CPRZ  Travel time to i 
from work 239km KORECTA  Travel time to i 
239 km from work",{},N/A,N/A,N/A,N/A,N/A,N/A
INCIDENT le joint de vitre se retourne lors de la fermeture de la vitre chauffeur CAUSE deformation du joint SOLUTION remplacement du profil de vitre de porte chauffeur,WINDOW GLASS SEAL,DEFORMED,FILLER SECTION,1.0,108.24,INCIDENT  the window seal turns when closing the driver's window  CAUSE deformation of the seal  SOLUTION  replacement of the driver's door window profile,{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Reklamation des Kunden GRUND Türschloß der Fahrerseite läßt sich mechanisch nicht schlißen KORRECTUR Zugstange für Schloß austauschen,DOOR REMOTE CONTROL LINK,BREAK,SHIFT ROD,0.0,67.86,REKL  Customer Complaint  REASON Driver's side door lock cannot be closed mechanically  CORRECTION  Replace pull rod for lock,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT vehicle in limp mode,management light showing CAUSE cat deficiency fault CORRECTION carry out engine management checks etc.,check sensors, carry out 
forced regen,clear fault,road test",CATALYZER,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0.0,65.023256,"COMPLAINT vehicle in limp mode,management light showing CAUSE cat deficiency fault CORRECTION carry out engine management checks etc.,check sensors, carry out 
forced regen,clear fault,road test",{},N/A,N/A,N/A,N/A,N/A,N/A
"TIPO DANNO Porta lato passeggero non si apre dall'interno CAUSA Cavi collegamento maniglia interna scollegata CORREZIONE S-r pannello interno, controllo difetto e rimontato collegando 
correttamente cordina maniglia interna",DOOR REMOTE CONTROL LINK,DEFECT,DOOR LOCK,1.0,99.036037,"DAMAGE TYPE  Passenger side door does not open from inside  CAUSE Internal handle connection cables disconnected  CORRECTION  S-r internal panel, checked for defect and reassembled by connecting 
Correctly cord internal handle",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL STOPFEN IM STOSSFÄNGER FEHLEN GRUND BEFESTIGUNG MANGELHAFT KORRECTUR STOPFEN STOSSFÄNGER VO. ERSETZT,FRONT BUMPER,LOOSE RETAINER,PLUG,2.0,14.5,REKL  PLUG IN BUMPER MISSING  REASON FASTENING DEFECTIVE  CORRECTION  PLUG BUMPER FRONT. REPLACED,{},N/A,N/A,N/A,N/A,N/A,N/A
"KLACHT FOUTMELDING TACHO OORZAAK ZENDER TACHO DEFECT CORRECTIE CONTROLE TACHO, BEDRADING, ZENDER, BEDRADING, 
ZEKERINGEN. ZENDER DEFECT => VERVANGEN ZENDER + 
IJKEN TACHO EN TESTEN =< OKE",TACHOGRAPH SENDER,DEFECT,KITAS SENSOR,1.0,465.96,"COMPLAINT  TACHO ERROR MESSAGE CAUSE  TACHO TRANSMITTER DEFECTIVE  CORRECTION CHECK TACHO, WIRING , TRANSMITTER, WIRING, 
FUSES. TRANSMITTER DEFECTIVE => REPLACE TRANSMITTER + 
TACHO CALIBRATION AND TESTING =< OKAY",{},N/A,N/A,N/A,N/A,N/A,N/A
SKARGA NIESZCZELNA RURA OD INTERCOLLERA CPRZ P­KNI­TY PRZEWéD INTERCOOLERA KORECTA WYMIANA PRZEWODU INTERCOOLERA,SLEEVES,BREAK,RUBBER SLEEVE,2.0,102.4,COMPLAINT  LEAKING PIPE FROM THE INTERCOLLER  CPRZ BROKEN INTERCOOLER HOSE  CORRECTION  INTERCOOLER HOSE REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT MARTOR EDC SI INJECTOR AD-BLUE APRINSE IN BORD,MASINA 
MERGE NORMAL CAUSE SENZOR NOX DUPA FILTRU SCR DEFECT CORRECTION NECESAR SENZOR NOX",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,211.879921," COMPLAINT  EDC LIGHT AND AD-BLUE INJECTOR ON BOARD, CAR 
GOING NORMALLY  CAUSES  NOX SENSOR AFTER SCR FILTER DEFECTIVE  CORRECTION NOX SENSOR REQUIRED",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ATTEND TO RADAR FAILURE MESSAGE DISPLAYED ON DASHBOARD CAUSE CARRIED OUT SYSTEM DIAGNOSTICS.FAULTS PRESENT RELATING 
TO EPS & AEBS.FURTHER CHECKS FOUND SOFTWARE UPDATE CORRECTION UPDATED SOFTWARE IN ECU AND FAULTS RESOLVED.",ACC SENSOR,DEFECTIVE CONTACTS,SENSOR,0.0,55.275861,"COMPLAINT ATTEND TO RADAR FAILURE MESSAGE DISPLAYED ON DASHBOARD CAUSE CARRIED OUT SYSTEM DIAGNOSTICS.FAULTS PRESENT RELATING 
TO EPS & AEBS.FURTHER CHECKS FOUND SOFTWARE UPDATE CORRECTION UPDATED SOFTWARE IN ECU AND FAULTS RESOLVED.",{},N/A,N/A,N/A,N/A,N/A,N/A
" KLACHT HYDROLISCHE OLIE LEIDING VAN VERSNELLINGSBAK LEK, GEEN OLIE IN VERSNELLINGSBAK. AFGESLEEPT VIA HOOGWOUT  OORZAAK BREUK  CORRECTIE HYDROLISCHE OLIE LEIDING VAN VERSNELLINGSBAK LEK, GEEN OLIE IN VERSNELLINGSBAK. VOERTUIG LATEN AFSLEPEN NAAR WERKPLAATS. LEIDINGEN V AN KOELER NAAR VSB DEFECT, DEZE VERVANGEN, AUTOMAAT OLIE VERVERSEN, PROEFRIT MAKEN, NACONTROLE UITVOEREN. VLSTPEIL AUTOM TRANSMISSIE CTR U-I OLIELEIDINGEN TUSSEN VERSN.BAK EN WARMTEWISS. VLST AUTOM TRANSMISSIE VERVANGEN",OIL LINE TO HEAT XCHANGER,BREAK,HYDRAULIC LINE,7.0,285.83," COMPLAINT  HYDROLIC OIL LINE FROM GEARBOX LEAK, NO OIL IN GEARBOX. TOWED VIA HOOGWOUT  CAUSE  BREAKAGE  CORRECTION  HYDROLIC OIL LINE FROM GEARBOX LEAK, NO OIL IN GEARBOX. HAVE THE VEHICLE TOWED TO THE WORKSHOP. PIPES FROM COOLER TO VSB DEFECTIVE, REPLACE THEM, AUTOMATIC OIL CHANGE, MAKE A TEST DRIVE, CARRY OUT A FOLLOW-UP INSPECTION. FLUID LEVEL AUTOM TRANSMISSION CTR U-I OIL PIPES BETWEEN GEARBOX AND HEAT EXCHANGE. VLST AUTOM TRANSMISSION REPLACED",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA SZUMI COS PODCZAS JAZDY CPRZ KONTROLA USTERKI.SZUMI LOZYSKO LEWE PRZEDNIE 
KOLO.NADMIERNY LUZ LOZYSKA KORECTA WYMIANA LOZYSKA PRZEDNIE LEWE KOLO",BEARINGS,LOOSE RETAINER,WHEEL BEARINGS,6.0,313.178946,"COMPLAINT  SOME NOISE WHILE DRIVING  CPRZ FAILURE INSPECTION. NOISE FRONT LEFT BEARING 
WHEEL EXCESSIVE BEARING PLAY CORRECTION  REPLACING THE FRONT LEFT WHEEL BEARING",{},N/A,N/A,N/A,N/A,N/A,N/A
 COMPLAINT BRD  CAUSE BRD  CORRECTION BRD,ANS 24 HOURS,MISCELLANEOUS,SET OF WIRING,0.0,119.977011, COMPLAINT BRD  CAUSE BRD  CORRECTION BRD,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Client complain about front bumper rattling while driving CAUSE Broken right inner bumper bracket CORRECTION Replaced broken bumper bracket, added tie rods on both sides","BUMPER RETAINERS,BRACKETS",DEFECT,RETAINER,7.0,113.35,"COMPLAINT Client complain about front bumper rattling while driving CAUSE Broken right inner bumper bracket CORRECTION Replaced broken bumper bracket, added tie rods on both sides",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA GLOSNA PRACA LOZYSKA PRZOD  CPRZ KONTROLA USTERKI.SZUMI LOZYSKO W PRAWEJ PRZEDNIEJ PAISCCIE.NADMIERNY LUZ LOZYSKA  KORECTA WYMIANA PIASTY PRAWY PRZOD,FRT AXLE WHEEL HUBS,LOOSE RETAINER,WHEEL HUB SET,2.0,191.080537," COMPLAINT  NOISE FRONT BEARING   CPRZ FAILURE INSPECTION. NOISE BEARING IN THE RIGHT FRONT PAIN. EXCESSIVE PLAY BEARINGS  CORRECTION  REPLACING THE HUB, RIGHT FRONT",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA AKTYWNE BLEDY SILNIKA, BRAK MOCY  CPRZ USZKODZENIE WEWNETRZNE CZUJNIKA TEMPERATURY ZA KATALIZATOREM  KORECTA DIAGNOSTYKA UDT, WYMIANA CZUJNIKA TEMPERATURY",TEMPERATURE SENSOR,DEFECT,EXH.GAS TEMP. SENSOR,1.0,107.973153," COMPLAINT  ACTIVE ENGINE ERRORS, LACK OF POWER   CPRZ INTERNAL DAMAGE TO THE TEMPERATURE SENSOR AFTER THE CATALYTIC CONVERTER   CORRECTION  UDT DIAGNOSTICS, TEMPERATURE SENSOR REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT RADIO WILL OFTEN RESET ITSELF AND HAVE TO RESET
DATE/TIME/REVERSE CAMERA
GPS ALSO NOT WORKING/HAS EJECTED SD CARD AND 
REINSERTED BUT
NO GOOD. CAUSE incorrect software from factory CORRECTION REFER IWD,DOWN LOAD SOFTWARE ONTO USB , 
SWITCHED ON
JAWLANNECT SYSTEM THROUGH THE POWER ON BUTTON,
INSERTED USB DRIVE ON FRONT ON IVCONNECT,
UPDATE SOFTWARE, REMOVED USB DRIVE , TURNED OFF
IGNITION & SWITCHED OFF JAWLANNECT,WAIT FOR 5
MINUTES,TEST & FOUND OK.=5WU
ECONOMY=NO SRT IN IWD,",RADIO,ADJUSTMENT,DUMMY MATERIAL FOR CAUSAL PART,0.0,45.3125,"COMPLAINT RADIO WILL OFTEN RESET ITSELF AND HAVE TO RESET
DATE/TIME/REVERSE CAMERA
GPS ALSO NOT WORKING/HAS EJECTED SD CARD AND 
REINSERTED BUT
NO GOOD. CAUSE incorrect software from factory CORRECTION REFER IWD,DOWN LOAD SOFTWARE ONTO USB , 
SWITCHED ON
JAWLANNECT SYSTEM THROUGH THE POWER ON BUTTON,
INSERTED USB DRIVE ON FRONT ON IVCONNECT,
UPDATE SOFTWARE, REMOVED USB DRIVE , TURNED OFF
IGNITION & SWITCHED OFF JAWLANNECT,WAIT FOR 5
MINUTES,TEST & FOUND OK.=5WU
ECONOMY=NO SRT IN IWD,",{},N/A,N/A,N/A,N/A,N/A,N/A
SKARGA Kontrolka DPF i brak mocy CPRZ uszkodzona wewnętrznie grzałka adblu KORECTA w/z grzałka adblu + diagnostyka,PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,122.36421,COMPLAINT  DPF light and no power  CPRZ internally damaged adblu heater  CORRECTION  including adblu heater + diagnostics,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA ZAPALA SI­ KONTROLKA FILTRA PALIWA  CPRZ ZWARCIE W CZUJNIKU FILTRA PALIWA  KORECTA WYMIANA FILTRA PALIWA,WATER IND SENSOR,Serie2019 NOX OUTPUT SENSOR REPLACEMENT,FUEL FILTER,1.0,137.585263, COMPLAINT  FUEL FILTER INDICATOR LIGHT IS ON   CPRZ SHORT CIRCUIT IN FUEL FILTER SENSOR   CORRECTION  FUEL FILTER REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Fahrzeug hat eine Fehlermeldung. GRUND EPB-Einheit aktiv im Fehlerspeicher KORRECTUR Stellglied EPB-Einheit eingestellt.,PARKING BRAKE SWITCH,ADJUSTMENT,KIT,0.0,64.0,REKL  Vehicle has an error message. REASON  EPB unit active in error memory  CORRECTION EPB unit actuator adjusted.,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Nefunkční chlazení motoru CAUSE Kontrolou zjištěno, že je vadná vizkospojka. ( poškozená kabeláž na 
vizkospojce). Nebylo zjištěno mechanické poškození. CORRECTION Výměna vizkospojky",WATER PUMP DRIVE PULLEY,DEFORMED,VENTILATOR CONTRO,1.0,334.07,"COMPLAIN  Malfunctioning engine cooling CAUSE  Inspection found that the visco coupling is defective. (damaged wiring on 
viscocoupler). No mechanical damage was detected.  CORRECTION  Replacement of the viscous coupling",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT ELECTRICAL ISSUE/NON START CAUSE FOUND SHORT CIRCUIT ON TRAILER SOCKET CORRECTION J/OUT, FOUND NON START, CARRIED OUT JUMP START, 
INVESTIGATED AND FOUND TRAILER SOCKET SHORT CIRCUIT, 
SUPPLY AND FIT NEW TRAILER SOCKET, TEST, ALL OK",MULTI-CONDUCTOR PLUG,SHORT CIRCUIT,WIRE/CABLE,1.0,85.08046,"COMPLAINT ELECTRICAL ISSUE/NON START CAUSE FOUND SHORT CIRCUIT ON TRAILER SOCKET CORRECTION J/OUT, FOUND NON START, CARRIED OUT JUMP START, 
INVESTIGATED AND FOUND TRAILER SOCKET SHORT CIRCUIT, 
SUPPLY AND FIT NEW TRAILER SOCKET, TEST, ALL OK",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL anzeige im display ""wartung lenkung fällig"" GRUND softwarefehler , update notwendig KORRECTUR EPS update durchgef.",ELE./MECH/POWER STEERING,INCORRECT ADJUSTMENT,POWER STEERING,0.0,39.6,"REKL  Display shows “steering maintenance due”  REASON software error, update necessary  CORRECTION  EPS update carried out.",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT - véhicule se présente avec un problème de témoin moteur apparaissant 
du démarrage du véhicule
- chauffeur se plaint également que le véhicule a du mal à redémarrer 
quand il est chaud
- le véhi CAUSE valve EGR en défaut SOLUTION - brancher ordinateur diagnostic
- relever codes défaut présent sur le véhicule
- contrôler sonde de température d'échappement en aval => sonde ok
- contrôler sonde de température d'échappement en amont => sonde ok
- contrôler câblage de la sonde de température d'échappement en 
amont => erreur dans le plan électrique et plan technique - vu sur etim 
après recherches
- contrôler connecteur de sonde de température et connecteur EDC
- dépose et repose de la sonde de température d'échappement à la 
sortie de l'EGR - contrôler résistance => OK
- remplacer valve EGR pour essais
- Essai sur route => OK",CNG UNIT,DEFECT,EGR VALVE,1.0,580.96,"INCIDENT  - vehicle presents itself with an engine light problem appearing 
starting the vehicle
- driver also complains that the vehicle has difficulty restarting 
when it's hot
- the vehicle CAUSE  Faulty EGR valve  SOLUTION - connect computer diagnostic
- note fault codes present on the vehicle
- check downstream exhaust temperature probe => probe ok
- check upstream exhaust temperature sensor => sensor ok
- check wiring of the exhaust temperature sensor in 
upstream => error in the electrical plan and technical plan - seen on etim 
after research
- control temperature probe connector and EDC connector
- remove and reinstall the exhaust temperature sensor at the 
EGR output - check resistance => OK
- replace EGR valve for testing
- Road test => OK",{},N/A,N/A,N/A,N/A,N/A,N/A
REKL FAHRZEUGPANNE IN SCHWEITENKIRCHEN GRUND AD-BLUELEITUNG ZUM DOSIERER HEIZUNG DURCHGEBRANNT KORRECTUR LEITUNG ERSETZEN,ANS 24 HOURS,MISCELLANEOUS,DELIVERY LINE,0.0,277.35,REKL  VEHICLE BREAKDOWN IN SCHWEITEKIRCHEN  REASON AD BLUE LINE TO DOSER HEATER BURNED  CORRECTION  REPLACE LINE,{},N/A,N/A,N/A,N/A,N/A,N/A
RECLAMO PERDIDA DE GAS POR BOQUILLA LLENADO CAUSA BOQUILLA NO CIERRA DEL TODO SOLUCION SUST BOUILLA,CHARGING VALVE,DEFECTIVE CLOSURE/OPENING,VALVE,1.0,147.46,CLAIM  LOSS OF GAS PER FILLING NOZZLE  CAUSE  NOZZLE DOES NOT CLOSE COMPLETELY  SOLUTION SUST BOUILLA,{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA Brak mozliwosci ustawienia zbieznosci kol.  CPRZ Pekniecie sruby resoru szpickop.  KORECTA Wymiana prawego resoru, wykonanie nowych plytek (brak czesci) i zamocowanie powiekszonych szpickopow",LEAF SPRINGS REAR AXLE,BREAK,LEAF SPRING,9.0,1720.037896," COMPLAINT  No possibility to set wheel alignment   CPRZ The spike spring bolt is broken.  CORRECTION  Replacing the right spring, making new plates (no parts) and installing enlarged spikes",{},N/A,N/A,N/A,N/A,N/A,N/A
"Klgomål FELSÖKNING: VARNAR KONTROLLERA MOTOR Orsak FEL:
VEVHUSSLANG EJ MONTERAD PÅ INSUGSRÖR
ORSAK TILL FEL:
MONTERINGSBRIST FABRIK Ändring ARBETSMOMENT:
FELSÖKNING MOTOR
INGA VARNINGSLAMPOR LYSER VID START
UPPKOPPLING UDT 
AVLÄSNING FELKODER: LAGRADE FELKODER PÅ FELAKTIGA 
NOX-VÄRDEN
PARAMETERINSAMLING UNDER FÄRD: EJ OK, NOX-VÄRDEN 
FÖR HÖGA, LUKTAR OLJA I HYTT NÄR MOTOR BLIVIT VARM, 
VINER OVANLIGT MYCKET FRÅN TURBO
VISUELL KONTROLL MOTOR: EJ OK, VEVHUSSLANG EJ 
MONTERAD PÅ INSUGSRÖR, GASER FRÅN VEVHUS GÅR 
RAKT UT I LUFTEN, TJUVLUFT DRAS GENOM 
INSUGSRÖRSANSLUTNING
MONTERING VEVHUSSLANG
RADERING FELKODER
FUNKTIONSKONTROLL / PROVKÖRNING: OK
",BREATHER PIPING,NOT ASSEMBLED,BREATHER PIPE,0.0,293.48,"Goals  TROUBLESHOOTING: WARNING CHECK ENGINE  Reason ERROR:
CRANKCASE HOSE NOT MOUNTED ON INTAKE PIPE
CAUSE OF ERROR:
ASSEMBLY DEFICIENCY FACTORY Change  WORKING MOMENTS:
TROUBLESHOOTING ENGINE
NO WARNING LIGHTS ILLUMINATE AT START
CONNECTION EXTR 
READING ERROR CODES: STORED ERROR CODES ON INCORRECT 
NOX VALUES
PARAMETER COLLECTION WHILE DRIVING: NOT OK, NOX VALUES 
TOO HIGH, OIL SMELLS IN THE CAB WHEN THE ENGINE HAS BEEN HOT, 
WINES UNUSUALLY A LOT FROM TURBO
VISUAL CHECK ENGINE: NOT OK, CRANKCASE HOSE NOT OK 
MOUNTED ON INTAKE PIPE, GASES FROM CRANKCASE GO 
STRAIGHT INTO THE AIR, STEADY AIR IS DRAWED THROUGH 
INTAKE PIPE CONNECTION
ASSEMBLY CRANKCASE HOSE
ERASE ERROR CODES
FUNCTIONAL CHECK / TEST DRIVE: OK",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Im Instrument Fehler Motor vorhanden GRUND Der Partikelsensor ist defekt KORRECTUR Mit Easy Diagnose durchgeführt,Partikresensor ersetzt.
Dieselpartikelfilter Zwangsregeneration durchgeführt",PARTICULATE SENSOR,DEFECTIVE CONTACTS,PM SENSOR,1.0,303.54054,"REKL  Motor error present in the instrument  REASON The particle sensor is defective  CORRECTION  Carried out with Easy Diagnosis, particle sensor replaced.
Diesel particulate filter forced regeneration carried out",{},N/A,N/A,N/A,N/A,N/A,N/A
 RECLAMO UNIDAD CUESTA ARRANCAR  CAUSA DEFECTO MOTOR ARRANQUE  SOLUCION D-M MOTOR ARRANQUE,STARTER MOTOR ASSY,DEFECT,EXCHANGE STARTER,1.0,214.92, CLAIM  UNIT IS HARD TO START  CAUSE  STARTER MOTOR DEFECT   SOLUTION D-M ENGINE STARTING,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Piski w przednim zawieszeniu  CPRZ Wytarte powierzchnie sworzni przednich gornych wahaczy  KORECTA Wymiana w/w sworzni,SUSP.ARM BALL JOINTS,SEIZURE,BALL JOINT,3.0,195.452632, COMPLAINT  Squeaks in the front suspension   CPRZ Worn surfaces of front upper wishbone pins   CORRECTION  Replacement of the above-mentioned pins,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT The differential cover is contaminated with oil. CAUSE There is a leak from the differential due to cracks on the differential 
cover. The reason maybe is weak material.
 CORRECTION The differential cover should be replaced and the differential oil to be 
topped up.",AXLE CASING COVER,CRACKED,COVER,3.0,93.57,"COMPLAINT The differential cover is contaminated with oil. CAUSE There is a leak from the differential due to cracks on the differential 
cover. The reason maybe is weak material.
 CORRECTION The differential cover should be replaced and the differential oil to be 
topped up.",{},N/A,N/A,N/A,N/A,N/A,N/A
 COMPLAINT NO GEAR SELECTION  CAUSE RUN DIAGNOSIS AND CHECKS TO TRACE FAULT TO GEARBOX OIL FEED HOSES FAILED AT CONNECTION BETWEEN RUBBER AND METAL SECTIONS  CORRECTION REPLACE HOSES,OIL LINE TO HEAT XCHANGER,BROKEN RETAINER,HYDRAULIC LINE,8.0,377.441861, COMPLAINT NO GEAR SELECTION  CAUSE RUN DIAGNOSIS AND CHECKS TO TRACE FAULT TO GEARBOX OIL FEED HOSES FAILED AT CONNECTION BETWEEN RUBBER AND METAL SECTIONS  CORRECTION REPLACE HOSES,{},N/A,N/A,N/A,N/A,N/A,N/A
" TIPO DANNO SPIA MOTORE SI ACCENDE VEICOLO NON VA (EGR)  CAUSA centralina motore non aggiornata  CORREZIONE diagnosi con udt, lettura e cancellazione memoria guasti ed aggiornamento centralina motore",ENGINE DRIVE CONTR.UNIT,DEFECT,ECU-ENGINE,0.0,18.0," DAMAGE TYPE  ENGINE LIGHT COMES ON VEHICLE DOES NOT WORK (EGR)   CAUSE engine control unit not updated   CORRECTION  diagnosis with UDT, reading and deleting fault memory and engine control unit updating",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT suite au dossier ANS 8001646606 le client signale témoin défaut moteur 
avec perte de puissance CAUSE suite au ct des circuit le défaut provient du capteur PDF ( défaut au niveau 
de la connexion )
-economy oper = temps de ct et remise en place correct de la connexion 
sur capteur PDF SOLUTION remise en place correct de la connexion et regeneration forcée du filtre 
particule",PRESSURE SENSOR,DEFECTIVE CONTACTS,SENSOR,0.0,136.5,"INCIDENT  following file ANS 8001646606 the customer reports engine fault indicator 
with loss of power CAUSE  following the circuit side the fault comes from the PDF sensor (fault at the level 
connection)
-economy oper = time to check and correctly reestablish the connection 
on sensor PDF SOLUTION  Correct re-establishment of the connection and forced regeneration of the filter 
particle",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO RUMOROSIT¼ DIFFERENZIALE  CAUSA riscontrata cementazione coppia conica danneggiata  CORREZIONE sostituzione ponte posteriore completo per rapporto riparazione / sostituzione positivo,CROWN WHEEL AND PINION,BREAK,BEVEL DRIVE,1.0,1709.01, DAMAGE TYPE  DIFFERENTIAL NOISE  CAUSE  damaged bevel gear cementation found   CORRECTION bridge replacement complete rear for positive repair/replacement ratio,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT nødservice CAUSE udkald til værkstedet i roskilde for rep af køretøjet CORRECTION klargøring til udkald og overtidstillæg omregnet til 35 WU - dossier 
8001800397",ANS 24 HOURS,DOWNTIME,CATALYTIC SILENCER,0.0,398.793566,"COMPLAIN  emergency service CAUSE  call to the workshop in Roskilde for repair of the vehicle  CORRECTION preparation for call-out and overtime allowance converted to 35 WU - dossier 
8001800397",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL LUFTVERLUST GRUND LUFEDERBALG HA RECHTS AM OBEREN RAND UND 
LUFTANSCHLUSS UNDICHT , LUFTLEITUNG RECHTS IN 
HÖHE RAHMEN DURCHGESCHEUERT KORRECTUR RECHTEN LUFTFEDERBALG ERN , LUFTLEITUNG ZUM 
LINKEN LUFTBALG ERN",SPRING CASINGS,AIR LEAKS,AIR BELLOWS,10.0,881.2,"REKL  AIR LOSS  REASON AIR SPRING BELLOWS HA RIGHT ON TOP EDGE AND 
AIR CONNECTION LEAKY, AIR LINE IN RIGHT 
HEIGHT FRAME ROCKED CORRECTION  RIGHT AIR BELLOWS, AIR LINE TO 
LEFT AIR BELLOWS",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL FEHLERMELDUNG ""ANH NGER BELEUCHTUNG "" IM DISPLAY -KEIN 
ANH NGER AM FAHRZEUG GRUND STEUERGER T INTERNER FEHLER KORRECTUR AUSTAUSCH STEUERGER T ,VERKABELUNG PRüFEN -
FEHLERSPEICHER AUSLESEN",ECU 13-PIN SOCKET TRAILER,DEFECTIVE CONTACTS,WIRE/CABLE,3.0,510.12,"REKL  ERROR MESSAGE “PENDANT LIGHTING” IN DISPLAY -NONE 
TRAILER ON VEHICLE REASON  CONTROL UNIT INTERNAL ERROR  CORRECTION REPLACE CONTROL UNIT, CHECK WIRING -
READ ERROR MEMORY",{},N/A,N/A,N/A,N/A,N/A,N/A
