DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost
"******************************REKL************************************ ABGAS IM FAHRERHAUS ********************************GRUND********************************* ABGASANLAGE UNDICHT RAUCH ******************************KORRECTUR******************************* DIAGNOSE ERSTELLEN 
MOTORAUM FREILGEN UND AUSPUFFANLAGE DEMONT.",EXHAUST FLANGED TUBE,EXHAUST FUME LEAKS,CATALYTIC SILENCER,1.0,635.596154
******************************TIPO_DANNO****************************** BRACCIO TERGI NON SI SOLLEVANO ********************************CAUSA********************************* VITE FISSAGGIO TERGICRISTALLO ROTTA ******************************CORREZIONE****************************** SOST VITE,WINDSHIELD WIPER BRACKET,BREAK,HEXAGON BOLT,1.0,49.57
* ******************************TIPO_DANNO****************************** SPIA ANOMALIA AIR-BAG RESTA ACCESA * ********************************CAUSA********************************* FISSAGGIO LENTO CONNESSIONE IMPIANTO AIR-BAG - VEDI FOTO ALLEGATE * ******************************CORREZIONE****************************** DIAGNOSI + RICERCA GUASTO + FISSAGGIO CONNESSIONE IMPIANTO AIR-BAG,CONNECTIONS,LOOSE RETAINER,RUBBER BUSH,0.0,62.4
"* ******************************REKL************************************ AEBS-FEHLERMELDUNG * ********************************GRUND******************************** SENSOR HAT SICH GELOEST * ******************************KORRECTUR******************************* DIAGNOSE UDT DURCHGEFUEHRT, SENSOR BEFESTIGT UND KALIBRIERT",ACC SENSOR,LOOSE RETAINER,SENSOR,0.0,162.6
"******************************SKARGA********************************** SWIECI KONTROLKA EDC ********************************CPRZ********************************** BLEDY W OPROGRAMOWANIU POMPY AD-BLUE,BRAKZASILANIA 
NA POMPIE ******************************KORECTA********************************* DIAGNOSTYKA,D/M WIAZEK EDC I SILNIKA,SPRAWDZENIE 
PRZEJŚC PRZEWODOW EL ZDALNA POMOC DZIAŁU 
THD,PROGRAMOWA WYMIANA ZBIORNIKA ADBLUE,JAZDA 
TESTOWA Z OBSERWACJA PARAMETROW",AD-BLUE UNIT PUMP MODULE,DEFECT,PUMP,0.0,152.120805
* ******************************TIPO_DANNO****************************** SPIA ABS/ASR ACCESA * ********************************CAUSA********************************* SENSORE POSTERIORE DX IN CORTO * ******************************CORREZIONE****************************** DIAGNOSI - STACCO E RIATTACCO RUOA E MOZZO PER SOSTITUZIONE SENSORE - CANCELLAZIONE MEMORIA GUASTI,SENSOR,SHORT CIRCUIT,SENSOR,1.0,116.82
******************************COMPLAINT******************************* Travel Time ********************************CAUSE********************************* Travel Time ******************************CORRECTION****************************** Travel Time,ANS 24 HOURS,MISCELLANEOUS,ELECTR. CONTR. UNIT,0.0,118.804598
"******************************reklamace******************************* NA PRISTROJOVKE SVIETI ZAVADA ********************************příč.********************************* DIAGNOSTIKA, PREMERANIE KABLOV, ZISTENA ZAVADA 
SNIMACA NOX ******************************oprava********************************** VYMENA SNIMACA NOX",NOX DETECTION SENSOR,NO WARNING,SENSOR,1.0,222.97
"******************************INCIDENT******************************** VOYANT ABS ET ESP ALLUMã EN INTERMITTENCE CAPTEUR DE 
PROXIMITã REMPLACER IL Y A 1 MOIS ********************************CAUSE********************************* MAUV RENDEMENT REDAR ******************************SOLUTION******************************** THD 107547522LONGUE RECHERCHE DE PANNE ET 
ECHANGE AVEC THDVOYANT ABS ET ESP ALLUMã EN 
INTERMITTENCE.CAPTEUR DE PROXIMITã REMPLACER I L Y 
A 1 MOIS.(Tps: .80)D-R 2 CAPTEURS INDUCTIFS 
ANTIBLOC.ROUES AVANT(Tps: .20)CONTR.EFFICACITE 
CABLES MASSE(Tps: .20)CONTR.EFF IC. CONTACTS 
CONNEX. INST.ELECTRIQUE(Tps: .10)PREPARATION STATION 
U.D.T.(Tps: .50)DIAGNOSTIC SYSTEME DE FREINAGESAUF 
PREPARATION TATION(Tps: .20)PROGRAMMATION MODULE 
ABS/ASR/EBS/ESPSUITE A DIAGNOSTIC OU 
REMPLACEMENT(Tps: 4.00)REMPL.CABLAGE COMPLET 
CHASSIS(Tp s: 1.50)REMPLACEMENT CABLAGE COMPLET 
TABLEAU DE BORDREVETEMENTS TABLEAU DE BORD 
DEPOSES(Tps: .50)D-R 2 ROUES AVANT(Tps: .50)D-R 2 
ROUES PONT ARRIERE(Tps: 1.20)EQUILIBRAGE 4 ROUES 
ARRIEREA ROUES DEPOSEES(Tps: .20)D-R RADAR 
ACC/",ACC SENSOR,LOW OUTPUT/EFFICIENCY,SENSOR,3.0,3039.18
* ******************************TIPO_DANNO****************************** ??? MOBILETTO CENTRALE NON SI CHIUDE BENE * ********************************CAUSA********************************* ... ROTTURA MOBILETTO CENTRALE * ******************************CORREZIONE****************************** ... SOSTITUZIONE MOBILETTO CENTRALE,DASHBOARD GLOVE COMPT.,BREAK,INTERIOR PANEL,1.0,265.03
* ******************************REKL************************************ Fehlermeldung Lichtanlage AnhÄnger. * ********************************GRUND******************************** AnhÄngersteckdose oxydiert. * ******************************KORRECTUR******************************* AnhÄngersteckdose ern.,MULTI-CONDUCTOR PLUG,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,104.62
"******************************COMPLAINT******************************* The center finger fell out of the door hinge.

 ********************************CAUSE********************************* The center finger fell out of the door hinge.
 ******************************CORRECTION****************************** The center finger fell out of the door hinge.
-extra labour - paiting of door hinges.

",HINGES,BREAK,DOOR HINGE,1.0,292.883029
******************************COMPLAINT******************************* Towing service Čačak - Raška - Čačak ********************************CAUSE********************************* Towing service Čačak - Raška - Čačak ******************************CORRECTION****************************** Towing service Čačak - Raška - Čačak,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,DELIVERY LINE,0.0,350.0
"* ******************************SKARGA********************************** Wyciek ze skrzyni biegow * ********************************CPRZ********************************** Niewlasciwy moment dokrecenia korka zaslepiajacego miejsce montazu impulsatora w obudowie sk.biegow * ******************************KORECTA********************************* Weryfikacja usterki, poprawa mocowania korka,spr.i uzupelnieni oleju, mycie zaolejonych podzespolow",GEAR CASE,LOOSE RETAINER,THREADED PLUG,1.5,32.74944
"* ******************************KLACHT********************************** LINKER SPIEGEL SPELING OP DRAAIPUNT. * ********************************OORZAAK****************************** FOUTE SPELING * ******************************CORRECTIE******************************* LINKER SPIEGEL SPELING OP DRAAIPUNT, GEEN SCHADE GECONSTATEERD, SPIEGEL COMPLEET VERVANGEN.KLANT GAF OOK NOG AAN BIJGELUID TE HOREN RECHTS BIJ PORTIER. PROEFRIT SAMEN MET KLANT UITGEVOERD. RAMMEL BLEEK VAN SPIEGEL UNIT TE ZIJN. DEZE TRILDE TEGEN DE RUIT AAN. RECHT ER SPIEGEL U/I. MET FOAM RUIMTE OPGEVULD, NIEUWE PROEFRIT UITGEVOERD, BIJGELUID IS NU WEG.",CAB REARVIEW MIRROR,INCORRECT CLEARANCE,REAR MIRROR LEFT,1.0,275.38
"******************************INCIDENT******************************** PERTE LIQUIDE DE DIRECTION ASSISTER ********************************CAUSE********************************* RUPTURE CONDUITE D'HUILE DE DIRECTION ASSISTER ******************************SOLUTION******************************** DIAGNOSTIC/DEPOSE-REPOSE FILTRE A AIR/REMPLACEMENT 
CONDUITE REFOULEMENT D'HUILE DE DIRECTION 
ASSISTER/CONTROLE PRESSION D'HUILE DIRE CTION 
ASSISTER/PURGE DIRECTION ASSISTER ET MISE A NIVEAU 
D'HUILE/MISE A NIVEAU LIQUIDE REFROIDISSEMENT/ESSAI OK",HYDR.ST.SYS PIPES+HOSES,BREAK,HOSE,4.0,230.69
* ******************************TIPO_DANNO****************************** ... SPIA BAS ACCESA * ********************************CAUSA********************************* ... SENSORI ABS DIFETTOSI * ******************************CORREZIONE****************************** ... SOST SENSORI ABS ANT,SENSOR,DEFECT,SENSOR,2.0,76.84
"******************************COMPLAINT******************************* Únik vody ********************************CAUSE********************************* Kontrola vodního okruhu a motorového prostoru - zjištěna poškozená 
hadice vody od úniku paliva - zjištěno vadné palivové potrubí ******************************CORRECTION****************************** Provedena výměna potrubí vedení paliva a vodní potrubí",INJECTOR DELIVERY PIPES,DEFECT,INJECT.LINE SET,5.0,215.48
"******************************SKARGA********************************** Kontrolka ad blue, kontrolka silnka ********************************CPRZ********************************** USZKDZONY WEWNETRZNIE CZUJNIK TEMPERATURY ZA EGR ******************************KORECTA********************************* W/Z CZUJNIK TEMPERATURY ZA EGR + DIAGNOSTYKA",AIR TEMPERATURE SENSOR,DEFECT,TEMP. TRANSMITTER,1.0,115.012631
"* ******************************TIPO_DANNO****************************** ...TERZA E QUARTA MARCIA NON ENTRANO * ********************************CAUSA********************************* ...ROTTURA SELETTORE MARCE CHE HA CAUSATO GUASTO ANCHE DI ALTRI COMPONENTI INTERNI DEL CAMBIO * ******************************CORREZIONE****************************** ...S-R CAMBIO PER REVISIONE COMPLETA INTERNA, CON SOSTITUZIONE PARTICOLARI. NECESSARIA MISURAZIONE E TARATURA TACHIGRAFO DIGITALE CA USA LAVORI SUL CAMBIO",GEAR SELECTOR,BREAK,GEAR SELECTOR,7.6,956.53
"* ******************************REKL************************************ KRAFTSTOFFVERLUST * ********************************GRUND******************************** KRAFTSTOFFVERLUST, DIESELLEITUNG UNDICHT * ******************************KORRECTUR******************************* KRAFTSTOFFVERLUST, DIESELLEITUNG UNDICHT, DIESELLEITUNG ERSETZEN",FILTER TO PUMP PIPE,FUEL LEAKS,FUEL LINE,1.0,174.027027
* ******************************SKARGA********************************** LUZ NA LEWARKU ZMIANY BIEGOW * ********************************CPRZ********************************** LUZNE/WYROBIONE MOCOWANIE LINEK PRZY LEWARKU ZMIANY BIEGOW * ******************************KORECTA********************************* WYMIANA LINEK ZMIANY BIEGOW,GEAR CONTROL RODS,LOOSE RETAINER,FLEXIBLE CONTROL,2.0,312.141054
"******************************COMPLAINT******************************* Indication CHECK ENGINE, lack of power. ********************************CAUSE********************************* After diagnostics was found out that there is an electrical problem in 
the heating system of ADBLUE, which is located in the
delivery line. There might be a short circuit or poor contacts.
 ******************************CORRECTION****************************** The ADBLUE delivery line is for replacement.
",PIPES AD-BLUE,LOW OUTPUT/EFFICIENCY,DELIVERY LINE,1.0,106.66
"******************************SKARGA********************************** Kontrolka sprawdz silnik na zolto, brak mocy max 50km/h ********************************CPRZ********************************** Bledne dzialanie zaworu VGT - usterka wewnetrzna ******************************KORECTA********************************* Weryfikacja usterki, wymiana elektrozaworu VGT",MODULATING SOL.VALVE,DEFECT,ELECTROVALVE,1.0,115.93065
"******************************SKARGA********************************** SWIECI KONTROLKA CHECK ENGINE I ADBLUE OGRANICZENIE 
MOCY SILNIKA ********************************CPRZ********************************** WYSTĄPIŁ BŁĄD 07EE0E - 00 - DPF - monitoring strumienia gazów 
spalinowych -
Poza kalibracją ******************************KORECTA********************************* POSTĘPOWANIE ZGODNIE Z PROCEDURAMI Z WYTYCZNYMI
WYMUSZONA REGENERACJA FILTRA DPF",PARTICULATE TRAP,DEFECT,CATALYTIC SILENCER,0.0,57.785235
******************************REKL************************************ FEHLERMELDUNG SCHIEBETüR IM DISPLAY ********************************GRUND********************************* KONTAKT AM TüRSCHALTER SCHADHAFT ******************************KORRECTUR******************************* STèRBEF TüR KONTAKT INSTANDGESETZT (NEU BEFESTIGT),COURTESY LIGHT SWITCH,DEFECTIVE CONTACTS,SLIDING CONTACT,0.0,42.5
"******************************COMPLAINT******************************* OIL LIGHT ON BUT LEVEL OK. ********************************CAUSE********************************* FOUND OIL LEVEL INDICATOR NOT REGISTERING ANY LEVEL. 
INVESTIGATE FAULT (ECONOMY TIME) & FOUND DEFECTIVE 
CONTACT ON CONNECTOR ******************************CORRECTION****************************** FIT NEW PIN IN PLUG. CHECK LEVEL MANUALLY & ON LEVEL 
INDICATOR. NO FURTHER FAULTS",ENGINE CABLES,DEFECTIVE CONTACTS,MOTOR HARNESS,1.0,159.837208
"******************************COMPLAINT******************************* VEHICLE HANDBRAKE POOR OPERATION AND NOT HOLDING. ********************************CAUSE********************************* CHECK OPERATION OF HANDBRAKE TO FIND EXCESS TRAVEL. 
FURTHER CHECKS HAVE FOUND O/S/R HANDBRAKE CABLE HAS 
FRACTURED AND THE N/S/R CABLE HAS STRETCHED ******************************CORRECTION****************************** REMOVE AND REPLACE BOTH REAR HANDBRAKE CABLES. CHECK 
EFFICIENCY OF REAR BRAKES AFTER REPAIR. ALL OK. HANDBRAKE 
NOW LOCKS UP AND HOLDS VEHICLE.",REAR CABLE,CRACKED,HAND BRAKE CABLE,2.0,62.860466
* ******************************INCIDENT******************************** FUITE CIRCUIT DEPRESSION * ********************************CAUSE********************************* RUPTURE * ******************************SOLUTION******************************** D-R CONDUITE D'AIR DU RESERV. D'AIR AU SERVOFREIN,PIPES AND SLEEVES,BREAK,PIPE,2.0,42.75
"******************************KLACHT********************************** FOUTMELDING VSB & OLIELEK ********************************OORZAAK******************************* DEFECTE LEIDINGEN VSB ******************************CORRECTIE******************************* DIAGNOSE; FOUTEN UITLEZEN/WISSEN; NAZICHT OLIELEK; 
VERVANGEN DEFECTE OLIELEIDINGEN; NAZICHT + BIJVULLEN 
OLIEPEIL; E-TIJD VOOR DEPANNAGE NA 18UUR; NA CONTROLE; 
--> ALLES IS OK",OIL LINE TO HEAT XCHANGER,OIL LEAKS,HYDRAULIC LINE,4.0,412.79
"******************************reklamace******************************* Svieti adblue. ********************************příč.********************************* Porucha snímača tlaku kvapaliny ADBLUE, snímač je súčasťou celého 
modulu adblue. ******************************oprava********************************** Diagnostické operácie, UDST test, D+M krytov, výmena čerpadla ADBLUE, 
vypustenie a napustenie chladiacej kvapaliny, economy (kontrola kabeláže, 
konektorov)",AD-BLUE UNIT PUMP MODULE,SHORT CIRCUIT,PUMP,2.0,642.38
"* ******************************REKL************************************ Navi startet nicht * ********************************GRUND******************************** DAB-Radio defekt * ******************************KORRECTUR******************************* Navi / Radio gepr., Radio a+e und erneuert",DAB RADIO BLUETOOTH,DEFECT,MONITOR,1.0,1496.17
******************************COMPLAINT******************************* VERIFICAT ROTI FATA/PIERD PRESIUNEA DE AER ********************************CAUSE********************************* JENTI ROTI AXA FATA DEFECTE/FISURATE SI PIERD AER ******************************CORRECTION****************************** INLOCUIRE JENTI ROTI AXA FATA,WHEEL RIM,DEFECT,DISC WHEEL,2.0,229.733198
******************************COMPLAINT******************************* volný horný kryt motora ********************************CAUSE********************************* Deformované uloženie ******************************CORRECTION****************************** Výmena uloženia vrchného krytu motora,ROCKER TOP COVER,DEFORMED,RUBBER PLUG,3.0,5.31
"******************************KLACHT********************************** ACHTERWIELEN SLEPEN TEGEN KAST ********************************OORZAAK******************************* ONREGELMATIGE WERKING VAN LUCHTVERING ******************************CORRECTIE******************************* DIAGNOSE + OPNIEUW AFSTELLEN VAN LUCHTVERING + TESTEN IN 
E-TIJD",PNEUM.SUSP.CONTROL UNIT,MISFIRE,ELECTR. CONTR. UNIT,0.0,90.74
* ******************************COMPLAINT******************************* FAILUREDESCR * ********************************CAUSE********************************* CAUSEDESCR * ******************************CORRECTION****************************** CORRECTIONDESCR,REAR AXLE ASSEMBLY,WEAR,REAR AXLE/I,1.0,-1396.942529
******************************COMPLAINT******************************* Uszkodozny przewod powietrzny ********************************CAUSE********************************* ODKSZTALCONY PRZEWOD POWIETRZNY DOLOTOWY ******************************CORRECTION****************************** WYMINA PRZEWODU,AIR CLEANER DUCTS,DEFORMED,FILTER HOSE,1.0,73.261052
******************************SKARGA********************************** ZAPALONA KONTROLKA ADBLUE ********************************CPRZ********************************** USZKODZONY ELEKTROZAWéR STERUJ CY TURBOSPR­®ARKI ******************************KORECTA********************************* WYMIANA ELEKTROZAWORU VGT,P.W.M. VALVE,DEFECT,ELECTROVALVE,1.0,82.484211
"* ******************************COMPLAINT******************************* EML ON DASH AND VEHICLE SMOKING * ********************************CAUSE********************************* JOURNEY TO HR48DS. INVESTIGATE SMOKING AND EML, FOUND TURBO PASSING OIL AND NOISEY, ORGANISED RECOVERY.BACK TO BASE. CARRY OUT MANOM ETER TEST. EXCESSIVE PRESSURE IN SUMP. * ******************************CORRECTION****************************** STRIP OUT FRONT END OF VEHICLE, DRAIN COOLANT. REMOVE RADIATOR. REMOVE AND REPLACE ENGINE BREATHER. RE-BUILD AND RE-TEST, ALL OK. RO AD TEST, NOT OK. EML ON DASH. CARRY OUT REGENERATION, CARRIED OUT EXTENDED ROAD TEST., OK.",ENGINE BREATHER,CRACKED,FILTER ELEM. BLOW BY,1.0,513.620691
******************************COMPLAINT******************************* MARTOR USA DESCHISA APRINS IN BORD ********************************CAUSE********************************* CONEXIUNE EL. USA CULISANTA DEFECTA/CIRCUIT DESCHIS ******************************CORRECTION****************************** INLOCUIT CONEXIUNE ELECTRICA USA CULISANTA,DOOR CONN. FIXED PART,DEFECT,SLIDING CONTACT,1.0,59.202756
* ******************************COMPLAINT******************************* Nazicht melding roetfilter * ********************************CAUSE********************************* Delta p sensor defect * ******************************CORRECTION****************************** Fouten uitlezen+ vervangen van sensor,PRESSURE SENSOR,DEFECT,SENSOR,2.0,106.89
* ******************************TIPO_DANNO****************************** SPIA AD BLUE ACCESA * ********************************CAUSA********************************* SCARSA EFFICIENZA SENSORE NOX * ******************************CORREZIONE****************************** SOST. SENSORE NOX A SEGUITO DIAGNOSI E PROVE DI FUNZIONAMENTO,NOX DETECTION SENSOR,LOW OUTPUT/EFFICIENCY,NOX SENSOR,1.0,317.91
* ******************************TIPO_DANNO****************************** ECCESSIVA VIBRAZIONE PARAFANGHI * ********************************CAUSA********************************* SI RISCONTRA IL DISTACCO DELLE VITI DI FISSAGGIO PARAFANGO * ******************************CORREZIONE****************************** RIMPIAZZO VITI DI FISSAGGIO PARAFANGO,FRONT MUDFLAP,BROKEN AWAY,CUTTING SCREW,6.0,13.55
* ******************************RECLAMO******************************* AIRE ACONDICIONADO NO ENFRIA * ********************************CAUSA********************************* JUNTA TéRICA ENTRE SALIDA DEL CONDENSADOR CON TUBERòA AL CONDENAADOR EN MAL ESTADO * ******************************SOLUCION****************************** DESAIREACION Y RECARGA INSTALACION ACONDICIONADOR SUSTITUIR JUNTA DE TUBO DE ENTRADA CONDENSADOR,HOSES,BREAK,O-RING,14.0,129.84
"* ******************************TIPO_DANNO****************************** SPIA MOTORE ACCESA * ********************************CAUSA********************************* DIAGNOSI E CNT IMPIANTO, VERIFICA E SISTEMA CABLAGGIO TELAIO * ******************************CORREZIONE****************************** SIST",CHASSIS LOOM,DEFECTIVE CONTACTS,FRAME WIRING,0.0,79.8
* ******************************RECLAMO******************************* ASIENTO CONDUCTOR NO REGULA * ********************************CAUSA********************************* ASIENTO CONDUCTOR NO REGULA * ******************************SOLUCION****************************** SUSTITUIR ASIENTO CON MENSULA,DRIVER'S SEAT,BREAK,MECHANICAL SEAT,1.0,951.73
"******************************REKL************************************ Klimaanlage ohne Funktion
Einreichfristverlängerung in der Anlage ********************************GRUND********************************* Anschlüsse zum Klimakompressor undicht ******************************KORRECTUR******************************* Klimakompressor A-E, Anschlüsse abgedichtet, Klimaanlage neu 
befüllt",CONDITIONER COMPRESSOR,FLUID LEAKS,AIR COND.COMPRESS.,1.0,127.91
"******************************COMPLAINT******************************* CHECK ON WINDSCREEN TRIM CLIPS FRACTURED AND TRIMS 
FALLING OFF ********************************CAUSE********************************* DUE TO MATERIAL FAULRE OF CLIPS. ******************************CORRECTION****************************** REMOVED AND REPLACED WINDSCREEN TRIMS WITH NEW CLIPS 
AND SECURED ALL 
OK.",WINDSCREEN PILLAR TRIM,CRACKED,OUTER PANEL,14.0,158.421768
******************************COMPLAINT******************************* BRD ********************************CAUSE********************************* BRD ******************************CORRECTION****************************** BRD,ANS 24 HOURS,MISCELLANEOUS,CSP GENERAL MATERIAL FOR PIP,0.0,173.689655
******************************TIPO_DANNO****************************** INDICATORE LIVELLO OLIO MOTORE NON FUNZIONA ********************************CAUSA********************************* SENSORE LIVELLO OLIO MOTORE GUASTO ******************************CORREZIONE****************************** SOST,ENGINE OIL LEVEL SWITCH,SHORT CIRCUIT,SENSOR,1.0,51.93
******************************COMPLAINT******************************* Travel time ********************************CAUSE********************************* Travel time ******************************CORRECTION****************************** Travel time,ANS 24 HOURS,MISCELLANEOUS,TACHOGRAPH,0.0,144.597701
"* ******************************SKARGA********************************** UBYTKI POWIETRZA Z FELGI PRAWY PRZOD * ********************************CPRZ********************************** NIESZCZELNOSC FELGI NA SPAWIE * ******************************KORECTA********************************* WYMIANA FELGI, WYWAZENIE",WHEEL RIM,DEFECT,DISC WHEEL,1.0,174.098946
"* ******************************REKL************************************ Motorkontrolle leuchtet * ********************************GRUND******************************** èlstandssensor und Zentralelektrik fÜr èlstand defekt * ******************************KORRECTUR******************************* Motorkontrolle ÜberprÜft, Fehlerspeicher ausgelesen und gelÍscht, Verkableung zum èlstandsensor und SteuergerÄt ÜberprÜft, Sensor un d SteuergerÄt a+e und erneuert",ENGINE OIL LEVEL SWITCH,DEFECTIVE CONTACTS,SENSOR,2.0,275.1
"******************************RECLAMO******************************* SERVICIO 24 HORAS FUGA AGUA ********************************CAUSA********************************* ROTURA RESORTE SALIDA AGUA RADIADOR ******************************SOLUCION****************************** SUSTITUIR RESORTE SALIDA AGUA RADIADOR, HACER NIVEL","PLUG,DRAIN TAPS",BREAK,THREADED PLUG,6.0,62.93
* ******************************REKL************************************ RADAR ZEIGT FEHLER AUSLESEN UND BESEITIGEN * ********************************GRUND******************************** RADAR FALSCHE EINGESTELLT * ******************************KORRECTUR******************************* EINGESTELLT UND NEU KALIBRIERT,ACC SENSOR,INCORRECT ADJUSTMENT,SENSOR,1.0,265.46
"******************************REKL************************************ AUSSENVERKLEIDUNGEN DER MANNSCHAFTSKABINE 
ABGELOEST ********************************GRUND********************************* VERKLEBUNGEN DER VERKLEIDUNGEN HAFTEN NICHT ******************************KORRECTUR******************************* BEIDE TUEREN INNEN A&E AUSSENVERKLEIDUNGEN 
ERSETZEN, DAZU DIE TUERBEPLANKUNGEN REINIGEN UND 
ZUM VERKLEBEN VORBEREITEN VERKLEIDU NGEN ERSTZEN 
UND SICHER VERKLEBEN",DOOR STOP-BLOCK,BROKEN AWAY,FACING,2.0,337.91
"******************************REKL************************************ SCHIEBETÜRE LINKS SPERRT ZU ********************************GRUND********************************* FEHLERMELDUNG ABER SCHIEBETÜR OFFEN OBWOHL 
SCHIEBETÜR GESCHLOSSEN; FEHLERSUCHE MICROSCHALTER 
FEHLERHAFT ******************************KORRECTUR******************************* TÜRSCHLOSS LINKE SCHIEBETÜRE A-E ERN",LOCK,LOW OUTPUT/EFFICIENCY,DOOR LOCK,1.0,129.68
* ******************************SKARGA********************************** KONTROLKA CHECK + ADBLUE * ********************************CPRZ********************************** USZKODZENIE WEWNETRZNE CZUJNIKA ROZNICY CISNIEN KATALIZATORA * ******************************KORECTA********************************* WYMIANA CZUJNIKA I WYMUSZONA REG DPF,PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,75.846318
* ******************************TIPO_DANNO****************************** VEICOLO A VOLTE NON PARTE * ********************************CAUSA********************************* FISSAGGIO LENTO CAVO DI MASSA * ******************************CORREZIONE****************************** SISTEMAZIONE CAVO DI MASSA,GROUND LEAD,LOOSE RETAINER,EARTH WIRE,0.0,19.2
"* ******************************REKL************************************ DIVERSE FEHLER IM DISPLAY, FEHLERMELDUNG BREMSLICHT ANHAENGER * ********************************GRUND******************************** WASSEREINTRITT IN DIE ANHAENGERSTECKDOSE * ******************************KORRECTUR******************************* STECKVERBING VOM ANHAENGERSTEUERGERAET GEPRUEFT, I.O. ANHAENGERSTECKDOSE NACH PRUEFUNG ERNEUERT",MULTI-CONDUCTOR PLUG,WATER INFILTRATION,WIRE/CABLE,1.0,146.23
"******************************INCIDENT******************************** PROBLEME PASSAGE DE VITESSE 4 ET 6 IEME ********************************CAUSE********************************* RECHERCHE PANNE
ROULEMENT BV 4.5.6 ******************************SOLUTION******************************** REMPLACMENT BV",5-6 SP.SYNCHRO ASSY,BREAK,KIT-SYNCHRONIZER,8.0,4211.72
******************************INCIDENT******************************** la ceinture de securité cote chauffeur s'enroule tres mal ********************************CAUSE********************************* le ressort de rappel est inefficace ******************************SOLUTION******************************** remplacement de la ceinture de sécurité,SAFETY BELT ASSEMBLY,BLOCKAGE,SAFETY BELT,1.0,152.81
* ******************************TIPO_DANNO****************************** SPIA MOTORE ACCESA * ********************************CAUSA********************************* 5801856537 SENSORE * ******************************CORREZIONE****************************** 295501104 PREPARAZIONE STAZIONE U.D.T. 295567152 LETTURA MEMORIA GUASTI E CANCELLAZIONE 295558104 DIAGNOSI IMPIANTO SCR 507133106 SO ST.SENSORE TEMPERATURA USCITA GAS SCARICO,TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,60.26
"* ******************************REKL************************************ Fahrzeug startet nicht * ********************************GRUND******************************** Klemme 50 am Anlasser schadhaft * ******************************KORRECTUR******************************* Startanlage gepr., Batterie gepr., Verkabelungen gepr., Klemme 50 am Anlasser aufgearbeitet und neu befestigt",CABLES,DEFECTIVE CONTACTS,STARTER MOTOR,0.0,32.4
"******************************COMPLAINT******************************* vozidlo sa počas jazdy prehrieva ********************************CAUSE********************************* po diagnostike a kontrole zistený zlomený kábel vetráka - magnetickej 
spojky a vypálená poistka ******************************CORRECTION****************************** oprava kabeláže z magnetickej spojky vetráka a výmena poistky
ECONOMY: zisťovanie závady - kontrola kabeláže, oprava kabeláže z 
magnetickej spojky vetráka",WATER PUMP DRIVE PULLEY,BROKEN AWAY,VENTILATOR CONTRO,1.0,70.82
******************************COMPLAINT******************************* RECOVER VEHICLE TO WORKSHOP ********************************CAUSE********************************* DOSSIER NUMBER ******************************CORRECTION****************************** 8001727105,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,WIRE/CABLE,0.0,383.72093
* ******************************REKL************************************ Motorkontrolle leuchtet auf * ********************************GRUND******************************** GlÜhstifte 1+3 defekt * ******************************KORRECTUR******************************* Fehlerspeicher ausgelesen und gelÍscht Kabel durchgemessen GlÜhstifte durchgemessen GlÜhstifte vom 1.+3. Zylinder ern. Fehlerspeiche r gelÍscht,PREHEATER PLUGS,DEFECT,HEATER PLUG,3.0,211.33
"* ******************************RECLAMO******************************* RUIDO AL ACELERAR * ********************************CAUSA********************************* FISURADO * ******************************SOLUCION****************************** TUBO DEL INTERCOOLER A TVA FISURADO. DIAGNOSIS, LECTURA DE AVERòAS, TEST DE TURBINA.SUSTITUCIéN DEL TUBO DEL INTERCOOLER A LA TVA.TE ST DE TURBINA Y BORRADO DE AVERòAS",SLEEVES,BREAK,RUBBER SLEEVE,1.0,47.65
******************************REKL************************************ Fahrzeug hat Startschwierigkeiten ********************************GRUND********************************* Anlasser defekt ******************************KORRECTUR******************************* Anlasser ersetzen,STARTER MOTOR ASSY,BLOCKAGE,STARTER MOTOR,1.0,494.990991
"******************************REKL************************************ ***KUNDENBEANSTANDUNG***
ABS/ESP Fehler leuchtet, E-Feststellbremse o.F. ********************************GRUND********************************* Impulsring am Radlager VA links hat sich gelöst, Drehzahlsensor dadurch 
angescheuert ******************************KORRECTUR******************************* Fehlerspeicher auslesen Diagnosearbeiten mit UDT, Radlager VA prüfen, 
Radlager erneuern, Drehzahlfühler ern., ESP Anlage kalibrieren",BEARINGS,BROKEN AWAY,WHEEL BEARINGS,7.5,674.67
"******************************INCIDENT******************************** suite a l essai pour opération de PDI le témoin défaut AEBS s allume ********************************CAUSE********************************* suite au ct et diagnostique du circuit defaut constater sur ligne CAN 
ouverture d un THD N : 106316577
apres ct des faisceaux et circuit demander par le THD le defaut 
provient du distributeur ABS

-ECONOMY OPER = TEMPS DE CONTROLE EFFECTUER VIA 
DEMANDE DU THD + LISTE DES CT NOTE EN PIECES JOINTE ******************************SOLUTION******************************** remplacement du distributeur ABS",ANTI-SKID DEVICE DISTRIB.,INTERFERENCE,VALVE ANTILOCK BRAKE,2.0,3459.71
