DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cleaned_DealerComment,Classification
"******************************INCIDENT******************************** PERTE DE PUISSANCE ********************************CAUSE********************************* DURITE EN DEFAUT ******************************SOLUTION******************************** REMPL.1 MANCHON SYSTEME INTERCOOLERD-R 1 COLLIER 
SYSTEME INTERCOOLER",SLEEVES,BREAK,RUBBER SLEEVE,13.0,85.04,"******************************INCIDENT********************************* LOSS OF POWER **********************************CAUSE*********************************** FAULTY HOSE ******************************SOLUTION******************************** REPL.1 INTERCOOLERD-R SYSTEM SLEEVE 1 COLLAR
INTERCOOLER SYSTEM",INCIDENT LOSS OF POWER CAUSE FAULTY HOSE SOLUTION REPL.1 INTERCOOLERD-R SYSTEM SLEEVE 1 COLLAR INTERCOOLER SYSTEM,"{'Cause of Failure: Design Flaw': 0.1822212040424347, 'Type of Failure': 0.1616794914007187, 'Defective Part': 0.15128323435783386, 'Cause of Failure: Material Issue': 0.13479001820087433, 'Defective Component': 0.1314765214920044, 'Cause of Failure: Human Error': 0.11935883015394211, 'Number of Parts Replaced': 0.0672825500369072, 'Total Cost Incurred': 0.05190816894173622}"
******************************COMPLAINT******************************* Recovery cost ********************************CAUSE********************************* . ******************************CORRECTION****************************** .,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,FRAME WIRING,0.0,354.651163,******************************COMPLAINT******************************* Recovery cost ********************************CAUSE********************************* . ******************************CORRECTION****************************** .,COMPLAINT Recovery cost CAUSE . CORRECTION .,"{'Total Cost Incurred': 0.20273657143115997, 'Type of Failure': 0.14481759071350098, 'Defective Component': 0.12057659029960632, 'Cause of Failure: Design Flaw': 0.11927216500043869, 'Cause of Failure: Human Error': 0.1139925867319107, 'Cause of Failure: Material Issue': 0.11170042306184769, 'Defective Part': 0.10552459955215454, 'Number of Parts Replaced': 0.08137943595647812}"
* ******************************TIPO_DANNO****************************** VERIFICA RUMOROSIT¼/VIBRAZIONE PARAURTI ANT. LATO DX. * ********************************CAUSA********************************* ROTTURA STAFFA SOSTEGNO PARAURTI ANTERIORE * ******************************CORREZIONE****************************** SOST. STAFFA SOSTEGNO E CONSEGUENTE SOST.PARAURTI ANTERIORE PER GUASTO INDOTTO,"BUMPER RETAINERS,BRACKETS",BREAK,RETAINER,18.0,328.65,* ******************************DAMAGE TYPE**************************** CHECK NOISE/VIBRATION FRONT BUMPER RH SIDE * ******************************CAUSE******************************** FRONT BUMPER SUPPORT BRACKET BREAKAGE * ******************************CORRECTION******************************** REPLACE SUPPORT BRACKET AND CONSEQUENT REPLACEMENT OF FRONT BUMPER DUE TO INDUCED FAILURE,DAMAGE TYPE CHECK NOISE/VIBRATION FRONT BUMPER RH SIDE CAUSE FRONT BUMPER SUPPORT BRACKET BREAKAGE CORRECTION REPLACE SUPPORT BRACKET AND CONSEQUENT REPLACEMENT OF FRONT BUMPER DUE TO INDUCED FAILURE,"{'Type of Failure': 0.26750993728637695, 'Cause of Failure: Material Issue': 0.16620534658432007, 'Defective Component': 0.13327936828136444, 'Defective Part': 0.12607160210609436, 'Cause of Failure: Human Error': 0.11462037265300751, 'Cause of Failure: Design Flaw': 0.09422922879457474, 'Number of Parts Replaced': 0.07362662255764008, 'Total Cost Incurred': 0.024457499384880066}"
* ******************************REKL************************************ 106826485 * ********************************GRUND******************************** CAUSEDESCR * ******************************KORRECTUR******************************* CORRECTIONDESCR,REAR AXLE ASSEMBLY,DEFECT,REAR AXLE/I,1.0,1149.09,* ******************************REKL************************************ 106826485 * ********************************GRUND******************************** CAUSEDESCR * ******************************KORRECTUR******************************* CORRECTIONDESCR,REKL 106826485 GRUND CAUSEDESCR KORRECTUR CORRECTIONDESCR,"{'Cause of Failure: Human Error': 0.14516690373420715, 'Number of Parts Replaced': 0.14383016526699066, 'Cause of Failure: Design Flaw': 0.1393808275461197, 'Defective Component': 0.13351500034332275, 'Cause of Failure: Material Issue': 0.13064929842948914, 'Defective Part': 0.11839254200458527, 'Type of Failure': 0.11491002887487411, 'Total Cost Incurred': 0.07415519654750824}"
* ******************************KLACHT********************************** VOERTUIG HEEFT DIVERSE STORINGEN. * ********************************OORZAAK****************************** VASTLOPEN - VRETEN * ******************************CORRECTIE******************************* VOERTUIG UITGELEZEN. STORINGEN OP DE EPB AANWEZIG. BEGELEIDE PROCEDURE UITGEVOERD TBV EPB. ( ZIE STAPPENPLAN ) HIERNA IS HET PROBLE EM OPGELOST. VOORBEREIDING STATION U.D.T. REGELEENHEDEN TESTEN EN STORINGSGEHEUGEN WISSEN DIAGNOSE BODY COMPUTER KALIBRATIE ELEKTR. STELMECHANISMEN PARKEERREM OVERIGE UITVOEREN STAPPENPLAN EPB.,ELECTRIC ACTUATOR,SEIZURE,BRAKE CALIPER ACTUAT,0.0,144.0,* ******************************COMPLAINT******************************* VEHICLE HAS VARIOUS FAULTS. * ********************************CAUSE******************************* SEIZE - SEIZE * ******************************CORRECTION******************************* VEHICLE READ. FAULTS PRESENT ON THE EPB. GUIDED PROCEDURE CARRIED OUT FOR EPB. (SEE STEP-BY-STEP PLAN) AFTER THIS THE PROBLEM IS SOLVED. PREPARATION STATION U.D.T. TEST CONTROL UNITS AND ERASE FAULT MEMORY DIAGNOSIS BODY COMPUTER CALIBRATION ELECTRICAL ADJUSTMENT MECHANISMS PARKING BRAKE OTHER EXECUTE STEP-BY-STEP PLAN EPB.,COMPLAINT VEHICLE HAS VARIOUS FAULTS. CAUSE SEIZE - SEIZE CORRECTION VEHICLE READ. FAULTS PRESENT ON THE EPB. GUIDED PROCEDURE CARRIED OUT FOR EPB. (SEE STEP-BY-STEP PLAN) AFTER THIS THE PROBLEM IS SOLVED. PREPARATION STATION U.D.T. TEST CONTROL UNITS AND ERASE FAULT MEMORY DIAGNOSIS BODY COMPUTER CALIBRATION ELECTRICAL ADJUSTMENT MECHANISMS PARKING BRAKE OTHER EXECUTE STEP-BY-STEP PLAN EPB.,"{'Type of Failure': 0.25657591223716736, 'Defective Part': 0.16639098525047302, 'Defective Component': 0.14334645867347717, 'Cause of Failure: Design Flaw': 0.13008619844913483, 'Cause of Failure: Human Error': 0.13003721833229065, 'Cause of Failure: Material Issue': 0.09035191684961319, 'Number of Parts Replaced': 0.06222526729106903, 'Total Cost Incurred': 0.020986037328839302}"
"* ******************************REKL************************************ WISCHER OHNE FUNKTION * ********************************GRUND******************************** KURZSCHLUSS AM KABEL FUER SCHEIBENWISCHER * ******************************KORRECTUR******************************* STROMKREIS FUER SCHEIBENWISCHERMOTOR GEPRUEFT,KABELSATZ DURCHGEMESSEN,KURZSCHLUSS BESEITIGT,KABEL VERLOETET UND ABISSOLIERT,SICHERUN G ERNEUERT",CHASSIS LOOM,SHORT CIRCUIT,WIRE/CABLE,1.0,97.81,"* ******************************RECL************************************ WIPER NOT WORKING * ********************************REASON******************************** SHORT CIRCUIT IN CABLE FOR WINDSCREEN WIPER * ******************************CORRECTION****************************** CIRCUIT FOR WINDSCREEN WIPER MOTOR CHECKED, CABLE HATCH MEASURED, SHORT CIRCUIT ELIMINATED, CABLE SOLDERED AND STRIPPED, FUSE RENEWED","RECL WIPER NOT WORKING REASON SHORT CIRCUIT IN CABLE FOR WINDSCREEN WIPER CORRECTION CIRCUIT FOR WINDSCREEN WIPER MOTOR CHECKED, CABLE HATCH MEASURED, SHORT CIRCUIT ELIMINATED, CABLE SOLDERED AND STRIPPED, FUSE RENEWED","{'Type of Failure': 0.19965024292469025, 'Defective Part': 0.18672551214694977, 'Defective Component': 0.1733984500169754, 'Cause of Failure: Material Issue': 0.13344500958919525, 'Cause of Failure: Design Flaw': 0.11338318139314651, 'Number of Parts Replaced': 0.09030299633741379, 'Cause of Failure: Human Error': 0.08567235618829727, 'Total Cost Incurred': 0.01742222160100937}"
"******************************COMPLAINT******************************* Driver was complaining about lack of engine power and about active 
faults on display. ********************************CAUSE********************************* After inspection we found that upstream and downstream catalyst 
metering modules are scored and need to be replaced. (Pictures in 
attachment). ******************************CORRECTION****************************** We replaced score parts with new one.",AD-BLUE METERING DEV MODU,SCORED,NOZZLE,3.0,383.21,"******************************COMPLAINT******************************* Driver was complaining about lack of engine power and about active 
faults on display. ********************************CAUSE********************************* After inspection we found that upstream and downstream catalyst 
metering modules are scored and need to be replaced. (Pictures in 
attachment). ******************************CORRECTION****************************** We replaced score parts with new one.",COMPLAINT Driver was complaining about lack of engine power and about active faults on display. CAUSE After inspection we found that upstream and downstream catalyst metering modules are scored and need to be replaced. (Pictures in attachment). CORRECTION We replaced score parts with new one.,"{'Number of Parts Replaced': 0.32864153385162354, 'Type of Failure': 0.1233605220913887, 'Cause of Failure: Material Issue': 0.12330374121665955, 'Defective Part': 0.12006235867738724, 'Defective Component': 0.1105136126279831, 'Cause of Failure: Design Flaw': 0.08777937293052673, 'Cause of Failure: Human Error': 0.07498792558908463, 'Total Cost Incurred': 0.03135091811418533}"
"******************************COMPLAINT******************************* Attend to power steering. ********************************CAUSE********************************* Spiral pipe cracked and leaking.
 ******************************CORRECTION****************************** Replace spiral pipe, top up power steering oil.
Bleed.",HYDR.ST.SYS PIPES+HOSES,CRACKED,HYDRAULIC LINE,3.0,111.225042,"******************************COMPLAINT******************************* Attend to power steering. ********************************CAUSE********************************* Spiral pipe cracked and leaking.
 ******************************CORRECTION****************************** Replace spiral pipe, top up power steering oil.
Bleed.","COMPLAINT Attend to power steering. CAUSE Spiral pipe cracked and leaking. CORRECTION Replace spiral pipe, top up power steering oil. Bleed.","{'Cause of Failure: Material Issue': 0.1883704960346222, 'Type of Failure': 0.17275168001651764, 'Defective Component': 0.14472216367721558, 'Defective Part': 0.1402166336774826, 'Cause of Failure: Human Error': 0.13270720839500427, 'Cause of Failure: Design Flaw': 0.09951692074537277, 'Number of Parts Replaced': 0.09444550424814224, 'Total Cost Incurred': 0.027269396930933}"
"* ******************************REKL************************************ MOTOR LAESST SICH NICHT STARTEN * ********************************GRUND******************************** BATTERIEKLEMME LOSE * ******************************KORRECTUR******************************* DIAGNOSE, BATTERIEANSCHLUSS INSTANDGESETZT",CABLE TERMINAL,LOOSE RETAINER,LV BATTERY CABLE,0.0,126.5,"* ******************************RECL************************************ ENGINE WILL NOT START * ********************************REASON******************************** LOOSE BATTERY TERMINAL * ******************************CORRECTION****************************** DIAGNOSIS, BATTERY CONNECTION REPAIRED","RECL ENGINE WILL NOT START REASON LOOSE BATTERY TERMINAL CORRECTION DIAGNOSIS, BATTERY CONNECTION REPAIRED","{'Type of Failure': 0.20651113986968994, 'Defective Part': 0.1604461520910263, 'Defective Component': 0.15983572602272034, 'Cause of Failure: Design Flaw': 0.1391596645116806, 'Cause of Failure: Material Issue': 0.1153973639011383, 'Cause of Failure: Human Error': 0.10606718063354492, 'Number of Parts Replaced': 0.07972811907529831, 'Total Cost Incurred': 0.032854679971933365}"
* ******************************TIPO_DANNO****************************** TRASUDAZIONE OLIO PARAOLIO POST. MOTORE * ********************************CAUSA********************************* DIFETTOSITA' PARAOLIO * ******************************CORREZIONE****************************** SOSTITUZIONE DEL PARAOLIO,CRANKSHAFT REAR SEAL,DEFECT,SHAFT SEAL,1.0,74.38,* ******************************DAMAGE TYPE******************************** OIL LEAKAGE REAR ENGINE OIL SEAL * ******************************CAUSE******************************** OIL SEAL DEFECTIVENESS * ******************************CORRECTION******************************** OIL SEAL REPLACEMENT,DAMAGE TYPE OIL LEAKAGE REAR ENGINE OIL SEAL CAUSE OIL SEAL DEFECTIVENESS CORRECTION OIL SEAL REPLACEMENT,"{'Type of Failure': 0.25037881731987, 'Cause of Failure: Material Issue': 0.2070140242576599, 'Defective Component': 0.12554727494716644, 'Defective Part': 0.12453405559062958, 'Cause of Failure: Human Error': 0.0976930558681488, 'Cause of Failure: Design Flaw': 0.09094859659671783, 'Number of Parts Replaced': 0.07324215024709702, 'Total Cost Incurred': 0.030641989782452583}"
* ******************************TIPO_DANNO****************************** STOP RIMANGONO ACCESI * ********************************CAUSA********************************* 5802290199 * ******************************CORREZIONE****************************** ECONOMY SF/RF CABLG.LIN.INTERRUTT.FRENO RP.CV 3320 ELIM.CORT.CC 295531104 DIAGNOSI BODY COMPUTER,STOP LIGHT SWITCH,DEFECTIVE CONTACTS,FRAME WIRING,1.0,132.6,* ******************************DAMAGE TYPE******************************** STOP LIGHTS REMAIN ON * ******************************CAUSE******************************** 5802290199 * ****************************** CORRECTION**************************** ECONOMY SF/RF BRAKE SWITCH LINE CABLG. RP.CV 3320 ELIMINATING SHORTCUT 295531104 BODY COMPUTER DIAGNOSIS,DAMAGE TYPE STOP LIGHTS REMAIN ON CAUSE 5802290199 CORRECTION ECONOMY SF/RF BRAKE SWITCH LINE CABLG. RP.CV 3320 ELIMINATING SHORTCUT 295531104 BODY COMPUTER DIAGNOSIS,"{'Cause of Failure: Material Issue': 0.1878303736448288, 'Cause of Failure: Design Flaw': 0.15816354751586914, 'Type of Failure': 0.14330725371837616, 'Cause of Failure: Human Error': 0.14134085178375244, 'Defective Part': 0.11458159983158112, 'Defective Component': 0.11078847944736481, 'Number of Parts Replaced': 0.10449569672346115, 'Total Cost Incurred': 0.03949212282896042}"
"******************************REKL************************************ SchiebetÜre rechts gehr nicht richtig ********************************GRUND********************************* Türrolle oben und Mitte blockieren ******************************KORRECTUR******************************* Türöffnung prüfen,Türrolle oben und Mitte blockieren, ersetzen",SLIDING DOOR WHEEL,BLOCKAGE,OPENING DOOR ARM,2.0,305.774775,"******************************RECL************************************ Sliding door on the right does not work properly ********************************REASON********************************** Block door roller at the top and middle ******************************CORRECTION******************************* Check door opening, block door roller at the top and middle, replace","RECL Sliding door on the right does not work properly REASON Block door roller at the top and middle CORRECTION Check door opening, block door roller at the top and middle, replace","{'Cause of Failure: Design Flaw': 0.16648471355438232, 'Type of Failure': 0.16140711307525635, 'Cause of Failure: Material Issue': 0.15662430226802826, 'Cause of Failure: Human Error': 0.15293602645397186, 'Defective Component': 0.13775187730789185, 'Defective Part': 0.13046647608280182, 'Number of Parts Replaced': 0.053874172270298004, 'Total Cost Incurred': 0.04045527055859566}"
"******************************SICAYET********************************* star stop devreye girmiyor. ********************************NEDEN********************************* yapılan incelemelerde aracın akü sensörünün arızalı olduğu B1042 - 87 / 
Başlat & Durdur - akü gerilim sensörü arızası verdiği UDT tarafından tespit 
edilmiştir.
 ******************************YAPILANIS******************************* akü sensörü değiştirilerek arıza giderilmiştir.
",BATTERY DISCONNECT SWITCH,LOW OUTPUT/EFFICIENCY,SENSOR,1.0,76.726315,"*********************************TEMPERATURE************************************ star stop does not activate. *********************************WHY********************************* In the examinations, it was determined by UDT that the vehicle's battery sensor was faulty and that it gave a B1042 - 87 / 
Start & Stop - battery voltage sensor fault. 
******************************DOCUMENTATION****************************** The fault was fixed by replacing the battery sensor.","TEMPERATURE star stop does not activate. WHY In the examinations, it was determined by UDT that the vehicle's battery sensor was faulty and that it gave a B1042 - 87 / Start & Stop - battery voltage sensor fault. DOCUMENTATION The fault was fixed by replacing the battery sensor.","{'Type of Failure': 0.3133758008480072, 'Number of Parts Replaced': 0.27213284373283386, 'Defective Part': 0.1323748677968979, 'Defective Component': 0.13179177045822144, 'Cause of Failure: Design Flaw': 0.07056806236505508, 'Cause of Failure: Material Issue': 0.030398277565836906, 'Total Cost Incurred': 0.02514861710369587, 'Cause of Failure: Human Error': 0.024209707975387573}"
* ******************************SKARGA********************************** DRGANIA POD MASKA * ********************************CPRZ********************************** NADMIERNY LUZ LACZNIKOW POKRYWY SILNIKA * ******************************KORECTA********************************* W/Z LACZNIKOW POKRYWY SILNIKA,ROCKER TOP COVER,TOO LOOSE/FLEXIBLE,RUBBER PLUG,3.0,13.532632,* ******************************COMPLAINT************************************ VIBRATIONS UNDER THE HOOD * *********************************CPRZ********************************* EXCESSIVE LOOSENESS OF ENGINE HOOD FASTENERS * ********************************* CORRECTION********************************* IN/OUT OF ENGINE HOOD FASTENERS,COMPLAINT VIBRATIONS UNDER THE HOOD CPRZ EXCESSIVE LOOSENESS OF ENGINE HOOD FASTENERS CORRECTION IN/OUT OF ENGINE HOOD FASTENERS,"{'Cause of Failure: Material Issue': 0.1570194959640503, 'Defective Part': 0.14936454594135284, 'Defective Component': 0.14121800661087036, 'Type of Failure': 0.13818350434303284, 'Cause of Failure: Design Flaw': 0.1363746076822281, 'Cause of Failure: Human Error': 0.13346035778522491, 'Number of Parts Replaced': 0.1062857061624527, 'Total Cost Incurred': 0.038093723356723785}"
"******************************REKL************************************ ABGAS IM FAHRERHAUS ********************************GRUND********************************* ABGASANLAGE UNDICHT RAUCH ******************************KORRECTUR******************************* DIAGNOSE ERSTELLEN 
MOTORAUM FREILGEN UND AUSPUFFANLAGE DEMONT.",EXHAUST FLANGED TUBE,EXHAUST FUME LEAKS,CATALYTIC SILENCER,1.0,635.596154,"******************************RECL************************************ EXHAUST GAS IN THE DRIVER'S CAB ********************************REASON********************************* EXHAUST SYSTEM LEAKING SMOKE ******************************CORRECTION******************************* MAKE A DIAGNOSIS 
EXPOSE THE ENGINE COMPARTMENT AND DISASSEMBLY THE EXHAUST SYSTEM.",RECL EXHAUST GAS IN THE DRIVER'S CAB REASON EXHAUST SYSTEM LEAKING SMOKE CORRECTION MAKE A DIAGNOSIS EXPOSE THE ENGINE COMPARTMENT AND DISASSEMBLY THE EXHAUST SYSTEM.,"{'Cause of Failure: Material Issue': 0.19636212289333344, 'Type of Failure': 0.1832788735628128, 'Defective Part': 0.16570709645748138, 'Defective Component': 0.14383456110954285, 'Cause of Failure: Human Error': 0.11729217320680618, 'Cause of Failure: Design Flaw': 0.11649538576602936, 'Number of Parts Replaced': 0.053310081362724304, 'Total Cost Incurred': 0.02371966652572155}"
******************************TIPO_DANNO****************************** BRACCIO TERGI NON SI SOLLEVANO ********************************CAUSA********************************* VITE FISSAGGIO TERGICRISTALLO ROTTA ******************************CORREZIONE****************************** SOST VITE,WINDSHIELD WIPER BRACKET,BREAK,HEXAGON BOLT,1.0,49.57,******************************DAMAGE TYPE******************************** WIPER ARM DOES NOT LIFT ******************************CAUSE******************************** WINDSCREEN WIPER FIXING SCREW BROKEN ******************************CORRECTION**************************** REPLACE SCREW,DAMAGE TYPE WIPER ARM DOES NOT LIFT CAUSE WINDSCREEN WIPER FIXING SCREW BROKEN CORRECTION REPLACE SCREW,"{'Type of Failure': 0.2916854918003082, 'Defective Part': 0.15952368080615997, 'Defective Component': 0.15690715610980988, 'Cause of Failure: Design Flaw': 0.09955187886953354, 'Number of Parts Replaced': 0.09779960662126541, 'Cause of Failure: Material Issue': 0.09002327173948288, 'Cause of Failure: Human Error': 0.08260666579008102, 'Total Cost Incurred': 0.021902283653616905}"
* ******************************TIPO_DANNO****************************** SPIA ANOMALIA AIR-BAG RESTA ACCESA * ********************************CAUSA********************************* FISSAGGIO LENTO CONNESSIONE IMPIANTO AIR-BAG - VEDI FOTO ALLEGATE * ******************************CORREZIONE****************************** DIAGNOSI + RICERCA GUASTO + FISSAGGIO CONNESSIONE IMPIANTO AIR-BAG,CONNECTIONS,LOOSE RETAINER,RUBBER BUSH,0.0,62.4,* ******************************DAMAGE TYPE******************************** AIR-BAG FAULT WARNING LIGHT STAYS ON * ******************************CAUSE************************************ LOOSE FIXING OF AIR-BAG SYSTEM CONNECTION - SEE ATTACHED PHOTOS * ******************************CORRECTION****************************** DIAGNOSIS + TROUBLE SHOOTING + FIXING OF AIR-BAG SYSTEM CONNECTION,DAMAGE TYPE AIR-BAG FAULT WARNING LIGHT STAYS ON CAUSE LOOSE FIXING OF AIR-BAG SYSTEM CONNECTION - SEE ATTACHED PHOTOS CORRECTION DIAGNOSIS + TROUBLE SHOOTING + FIXING OF AIR-BAG SYSTEM CONNECTION,"{'Type of Failure': 0.2714415490627289, 'Cause of Failure: Material Issue': 0.15310053527355194, 'Cause of Failure: Human Error': 0.14304660260677338, 'Defective Part': 0.12023451924324036, 'Defective Component': 0.11874250322580338, 'Cause of Failure: Design Flaw': 0.11797557771205902, 'Number of Parts Replaced': 0.04716131463646889, 'Total Cost Incurred': 0.02829739823937416}"
"* ******************************REKL************************************ AEBS-FEHLERMELDUNG * ********************************GRUND******************************** SENSOR HAT SICH GELOEST * ******************************KORRECTUR******************************* DIAGNOSE UDT DURCHGEFUEHRT, SENSOR BEFESTIGT UND KALIBRIERT",ACC SENSOR,LOOSE RETAINER,SENSOR,0.0,162.6,"* ******************************RECL************************************ AEBS ERROR MESSAGE * ********************************REASON******************************** SENSOR HAS COME DISCONNECTED * ******************************CORRECTION****************************** UDT DIAGNOSIS CARRIED OUT, SENSOR ATTACHED AND CALIBRATED","RECL AEBS ERROR MESSAGE REASON SENSOR HAS COME DISCONNECTED CORRECTION UDT DIAGNOSIS CARRIED OUT, SENSOR ATTACHED AND CALIBRATED","{'Defective Part': 0.1636144071817398, 'Type of Failure': 0.16317130625247955, 'Defective Component': 0.15925979614257812, 'Cause of Failure: Human Error': 0.1372552067041397, 'Cause of Failure: Design Flaw': 0.1287674605846405, 'Cause of Failure: Material Issue': 0.12786071002483368, 'Number of Parts Replaced': 0.09454890340566635, 'Total Cost Incurred': 0.0255221389234066}"
"******************************SKARGA********************************** SWIECI KONTROLKA EDC ********************************CPRZ********************************** BLEDY W OPROGRAMOWANIU POMPY AD-BLUE,BRAKZASILANIA 
NA POMPIE ******************************KORECTA********************************* DIAGNOSTYKA,D/M WIAZEK EDC I SILNIKA,SPRAWDZENIE 
PRZEJŚC PRZEWODOW EL ZDALNA POMOC DZIAŁU 
THD,PROGRAMOWA WYMIANA ZBIORNIKA ADBLUE,JAZDA 
TESTOWA Z OBSERWACJA PARAMETROW",AD-BLUE UNIT PUMP MODULE,DEFECT,PUMP,0.0,152.120805,"********************************* COMPLAINT************************************ EDC INDICATOR IS ON ************************************CPRZ*************************************** ERRORS IN AD-BLUE PUMP SOFTWARE, NO POWER SUPPLY 
ON THE PUMP ********************************* CORRECTION************************************ DIAGNOSTICS, D/M EDC AND ENGINE HARNESSES, CHECKING 
ELECTRIC CABLE PASSAGES, REMOTE ASSISTANCE FROM 
THD DEPARTMENT, PROGRAMMED REPLACEMENT OF ADBLUE TANK, TEST DRIVING WITH PARAMETER OBSERVATION","COMPLAINT EDC INDICATOR IS ON CPRZ ERRORS IN AD-BLUE PUMP SOFTWARE, NO POWER SUPPLY ON THE PUMP CORRECTION DIAGNOSTICS, D/M EDC AND ENGINE HARNESSES, CHECKING ELECTRIC CABLE PASSAGES, REMOTE ASSISTANCE FROM THD DEPARTMENT, PROGRAMMED REPLACEMENT OF ADBLUE TANK, TEST DRIVING WITH PARAMETER OBSERVATION","{'Type of Failure': 0.28168055415153503, 'Defective Part': 0.17021773755550385, 'Defective Component': 0.15564149618148804, 'Cause of Failure: Design Flaw': 0.12601131200790405, 'Cause of Failure: Human Error': 0.09361933171749115, 'Number of Parts Replaced': 0.08436284959316254, 'Cause of Failure: Material Issue': 0.07104182988405228, 'Total Cost Incurred': 0.017424874007701874}"
* ******************************TIPO_DANNO****************************** SPIA ABS/ASR ACCESA * ********************************CAUSA********************************* SENSORE POSTERIORE DX IN CORTO * ******************************CORREZIONE****************************** DIAGNOSI - STACCO E RIATTACCO RUOA E MOZZO PER SOSTITUZIONE SENSORE - CANCELLAZIONE MEMORIA GUASTI,SENSOR,SHORT CIRCUIT,SENSOR,1.0,116.82,* ******************************DAMAGE TYPE******************************** ABS/ASR WARNING LIGHT ON * ******************************CAUSE******************************** REAR RH SENSOR IN SHORT CIRCUIT * ******************************CORRECTION**************************** DIAGNOSIS - REMOVING AND REFITTING THE WHEEL AND HUB TO REPLACE THE SENSOR - DELETING THE FAULT MEMORY,DAMAGE TYPE ABS/ASR WARNING LIGHT ON CAUSE REAR RH SENSOR IN SHORT CIRCUIT CORRECTION DIAGNOSIS - REMOVING AND REFITTING THE WHEEL AND HUB TO REPLACE THE SENSOR - DELETING THE FAULT MEMORY,"{'Type of Failure': 0.29476168751716614, 'Defective Part': 0.1648128181695938, 'Defective Component': 0.15126626193523407, 'Cause of Failure: Design Flaw': 0.10822480916976929, 'Number of Parts Replaced': 0.09568478912115097, 'Cause of Failure: Human Error': 0.08816900849342346, 'Cause of Failure: Material Issue': 0.07358264923095703, 'Total Cost Incurred': 0.023497899994254112}"
******************************COMPLAINT******************************* Travel Time ********************************CAUSE********************************* Travel Time ******************************CORRECTION****************************** Travel Time,ANS 24 HOURS,MISCELLANEOUS,ELECTR. CONTR. UNIT,0.0,118.804598,******************************COMPLAINT******************************* Travel Time ********************************CAUSE********************************* Travel Time ******************************CORRECTION****************************** Travel Time,COMPLAINT Travel Time CAUSE Travel Time CORRECTION Travel Time,"{'Type of Failure': 0.1529666632413864, 'Cause of Failure: Design Flaw': 0.14734485745429993, 'Cause of Failure: Human Error': 0.14551767706871033, 'Defective Component': 0.13866153359413147, 'Defective Part': 0.12338832765817642, 'Cause of Failure: Material Issue': 0.12262685596942902, 'Number of Parts Replaced': 0.10948675125837326, 'Total Cost Incurred': 0.06000726670026779}"
"******************************reklamace******************************* NA PRISTROJOVKE SVIETI ZAVADA ********************************příč.********************************* DIAGNOSTIKA, PREMERANIE KABLOV, ZISTENA ZAVADA 
SNIMACA NOX ******************************oprava********************************** VYMENA SNIMACA NOX",NOX DETECTION SENSOR,NO WARNING,SENSOR,1.0,222.97,"******************************complaint******************** ************ FAULT LIGHTS ON THE INSTRUMENT ***************************************************************************** ********************************* DIAGNOSTIC, CABLE MEASUREMENT, DEFECT DETECTED 
NOX SENSOR ******************************* repair***************** ****************** NOX SENSOR REPLACEMENT","complaint FAULT LIGHTS ON THE INSTRUMENT DIAGNOSTIC, CABLE MEASUREMENT, DEFECT DETECTED NOX SENSOR repair NOX SENSOR REPLACEMENT","{'Type of Failure': 0.22359323501586914, 'Defective Part': 0.20091238617897034, 'Defective Component': 0.16212059557437897, 'Number of Parts Replaced': 0.12436911463737488, 'Cause of Failure: Design Flaw': 0.10988027602434158, 'Cause of Failure: Material Issue': 0.07241314649581909, 'Cause of Failure: Human Error': 0.07195087522268295, 'Total Cost Incurred': 0.03476039320230484}"
