DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Human_error,Design_Flaw,Material,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Total Cost Incurred,Cause of Failure: Human Error,Cause of Failure: Design Flaw,Cause of Failure: Material Issue
 REKL Schiebetuer schliesst nicht richtig  GRUND Oberes Tuerschloss ist gefressen  KORRECTUR Schloss ersetzt,LOCK,SEIZURE,DOOR LOCK,2.0,109.85, REKL  Sliding door doesn't close properly   REASON Upper door lock is eaten   CORRECTION  Lock replaced,"{'Type of Failure': 0.1903855800628662, 'Defective Part': 0.15522411465644836, 'Defective Component': 0.1511947214603424, 'Cause of Failure: Design Flaw': 0.1242220401763916, 'Number of Parts Replaced': 0.12367110699415207, 'Cause of Failure: Material Issue': 0.10694950073957443, 'Cause of Failure: Human Error': 0.09014404565095901, 'Total Cost Incurred': 0.058208901435136795}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA SWIECI KONTROLKA SILNIKA  CPRZ KONTROLA UDT.INST.ELE.DO REGENERACJI DPF.PRZETARTY PRZEWOD INTERCOOLERA  KORECTA WYMIANA PRZEWODU INTERCOOLERA,SLEEVES,SEIZURE,RUBBER SLEEVE,3.0,186.155789, COMPLAINT  ENGINE LIGHT IS ON   CPRZ UDT.INST.ELEMENTS FOR DPF REGENERATION INSPECTION.WORN HOSE INTERCOOLER  CORRECTION  INTERCOOLER HOSE REPLACEMENT,"{'Defective Component': 0.2410477250814438, 'Defective Part': 0.21018627285957336, 'Number of Parts Replaced': 0.16582363843917847, 'Type of Failure': 0.14281271398067474, 'Cause of Failure: Material Issue': 0.07680165767669678, 'Cause of Failure: Design Flaw': 0.0659770742058754, 'Total Cost Incurred': 0.0557236485183239, 'Cause of Failure: Human Error': 0.04162724316120148}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT BREMSELAMPE LYSER CAUSE HEVEARM BEGGE SIDER SITTER FAST / INGEN BEVEGELSE CORRECTION FEILSØKT BREMSER FORAN OG BAK
INGEN FEIL FORAN - SÅ KONTROLLERTE BREMSER BAK
JUSTERT HÅNDBREKK
UTFØRT PIP 38T MEN FORTSATT FEIL
DEMONTERT BREMSER OG FEILSØKT
INGEN BEVEGELSE I HEVEARM BEGGE SIDER
SKIFTET HEVEARM
MONTERT SAMMEN BREMSER OG MONTERT HJUL MED MOMENT
LITT EKSTRA TID PÅ DEMONTERING GRUNNET FASTSETTING ER 
SATT PÅ ECONOMY",SHOE RETAIN SPRING,SEIZURE,KIT,1.0,643.862,"COMPLAIN  BRAKE LIGHT ILLUMINATED CAUSE  LEVER ARM BOTH SIDES FIXED / NO MOVEMENT  CORRECTION ERROR SEARCHED FRONT AND REAR BRAKES
NO FAULTS IN FRONT - SO CHECKED REAR BRAKES
ADJUSTED HANDBRAKE
PERFORMED PIP 38H BUT STILL ERROR
DISASSEMBLED BRAKES AND TROUBLESHOOTED
NO LEVER ARM MOVEMENT ON BOTH SIDES
CHANGED LEVER ARM
MOUNTED TOGETHER BRAKES AND MOUNTED WHEELS WITH TORQUE
A LITTLE EXTRA TIME FOR DISASSEMBLY IS DUE TO DETERMINATION 
SET ON ECONOMY","{'Type of Failure': 0.1569877564907074, 'Defective Component': 0.13298869132995605, 'Number of Parts Replaced': 0.12437247484922409, 'Defective Part': 0.12278301268815994, 'Cause of Failure: Material Issue': 0.12105167657136917, 'Cause of Failure: Human Error': 0.1195693239569664, 'Cause of Failure: Design Flaw': 0.11345016956329346, 'Total Cost Incurred': 0.10879687964916229}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA NIESZCZELNOSC ZAWIESZENIA PODUSZEK 
PNEUMATYCZNYCH CPRZ PEKNIETE MIECHY PODUSZEK ZAWIESZENIA 
PNEUMATYCZNEGO TYLNEGO KORECTA WYMIANA MIECHOW PODUSZEK ZAWIESZENIA",SPRING CASINGS,BREAK,AIR BELLOWS,2.0,309.42282,"COMPLAINT  LEAKING IN THE PILLOW SUSPENSION 
PNEUMATIC CPRZ  BROKEN SUSPENSION PILLOW BALLOWS 
PNEUMATIC REAR CORRECTION  REPLACEMENT OF SUSPENSION BALLOWS","{'Number of Parts Replaced': 0.1985161155462265, 'Type of Failure': 0.19803063571453094, 'Defective Component': 0.1565127819776535, 'Defective Part': 0.13590097427368164, 'Cause of Failure: Material Issue': 0.10104776918888092, 'Total Cost Incurred': 0.07770188897848129, 'Cause of Failure: Design Flaw': 0.06886306405067444, 'Cause of Failure: Human Error': 0.06342675536870956}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT MOTORLAMPA LYSER, VARNAR FÖR PARTIKELFILTER CAUSE FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING PÅ TEMPGIVARE FÖRE DPF, 
KONTROLL 
SAMT UPPMÄTNING KABLAGE OCH KONTAKTSTYCKEN, 
KONSTATERAR AVBROTT SENSORKABEL, UTFÖRT BYTE 
TEMPGIVARE FÖRE DPF, UTFÖRT FORCED REGENERERING, 
RADERING FELMINNE, FUNKTIONSKONTROLL SAMT 
PROVKÖRNING 
UTAN ANMÄRKNING, CORRECTION FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING PÅ TEMPGIVARE FÖRE DPF, 
KONTROLL 
SAMT UPPMÄTNING KABLAGE OCH KONTAKTSTYCKEN, 
KONSTATERAR AVBROTT SENSORKABEL, UTFÖRT BYTE 
TEMPGIVARE FÖRE DPF, UTFÖRT FORCED REGENERERING, 
RADERING FELMINNE, FUNKTIONSKONTROLL SAMT 
PROVKÖRNING 
UTAN ANMÄRKNING,",TEMPERATURE SENSOR,BREAK,SENSOR,1.0,315.035,"COMPLAIN  ENGINE LIGHT ILLUMINATES, WARNING OF PARTICLE FILTER  CAUSE TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
FAILURE MEMORY, FAILURE INDICATION ON TEMP SENSOR BEFORE DPF, 
CONTROL 
AS WELL AS MEASURING CABLES AND CONNECTORS, 
DETERMINED BROKEN SENSOR CABLE, REPLACEMENT PERFORMED 
TEMP SENSOR BEFORE DPF, FORCED REGENERATION PERFORMED, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE, CORRECTION  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
FAILURE MEMORY, FAILURE INDICATION ON TEMP SENSOR BEFORE DPF, 
CONTROL 
AS WELL AS MEASURING CABLES AND CONNECTORS, 
DETERMINED BROKEN SENSOR CABLE, REPLACEMENT PERFORMED 
TEMP SENSOR BEFORE DPF, FORCED REGENERATION PERFORMED, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE,","{'Type of Failure': 0.1317187398672104, 'Total Cost Incurred': 0.1282660812139511, 'Number of Parts Replaced': 0.12516742944717407, 'Cause of Failure: Human Error': 0.12393143028020859, 'Cause of Failure: Material Issue': 0.1234610378742218, 'Defective Component': 0.12329287827014923, 'Cause of Failure: Design Flaw': 0.12256812304258347, 'Defective Part': 0.12159427255392075}",1,0,0,0,0,0,0,0,0,0,0
"SICAYET marş basmıyor. NEDEN yapılan servis kontrolünde aracın marş motoru dişlilerinde 
kaçırma olduğu ve aracı çalıştırmadığı görüldü. YAPILANIS marş motoru değişti.arıza giderildi.",STARTER MOTOR ASSY,LOW OUTPUT/EFFICIENCY,STARTER MOTOR,1.0,134.324562,"TEMPERATURE  does not crank. FROM WHERE  During the service check, the vehicle's starter motor gears are 
It was seen that there was a kidnapping and the vehicle was not started. PROCEDURE  starter motor was replaced. The fault was resolved.","{'Number of Parts Replaced': 0.20755219459533691, 'Type of Failure': 0.17760737240314484, 'Defective Component': 0.14779409766197205, 'Defective Part': 0.13249261677265167, 'Cause of Failure: Material Issue': 0.1140999123454094, 'Cause of Failure: Design Flaw': 0.07659649103879929, 'Cause of Failure: Human Error': 0.07561254501342773, 'Total Cost Incurred': 0.06824478507041931}",0,0,1,0,0,0,0,0,0,0,0
RECLAMO REVISAR PALANCA DE CAMBIO CAUSA SE DETECTA CAPUCHA DE PALANCA DE CAMBIO AGRIETADA. SOLUCION SUSTITUIR CAPUCHA DE LA PALANCA DE CAMBIO,SHIFT LEVER BOOT,CRACKED,GEAR LEVER KNOB,1.0,26.98,CLAIM  CHECK SHIFT LEVER CAUSE  CRACKED GEAR LEVER HOOD DETECTED. SOLUTION  REPLACE SHIFT LEVER HOOD,"{'Defective Component': 0.18303869664669037, 'Cause of Failure: Material Issue': 0.1671246588230133, 'Type of Failure': 0.16564765572547913, 'Number of Parts Replaced': 0.16061879694461823, 'Defective Part': 0.14571422338485718, 'Cause of Failure: Human Error': 0.06482287496328354, 'Total Cost Incurred': 0.05779877305030823, 'Cause of Failure: Design Flaw': 0.05523425713181496}",0,0,1,0,0,0,0,0,0,0,0
 COMPLAINT TRAVEL TIME DOSSIER 1860974  CAUSE TRAVEL TIME DOSSIER 1860974  CORRECTION TRAVEL TIME DOSSIER 1860974,ANS 24 HOURS,MISCELLANEOUS,WIRE/CABLE,0.0,120.689655, COMPLAINT TRAVEL TIME DOSSIER 1860974  CAUSE TRAVEL TIME DOSSIER 1860974  CORRECTION TRAVEL TIME DOSSIER 1860974,"{'Type of Failure': 0.2803487777709961, 'Defective Part': 0.15756778419017792, 'Defective Component': 0.14966332912445068, 'Number of Parts Replaced': 0.1264723539352417, 'Cause of Failure: Material Issue': 0.10515487939119339, 'Total Cost Incurred': 0.07174837589263916, 'Cause of Failure: Human Error': 0.05612611398100853, 'Cause of Failure: Design Flaw': 0.05291830748319626}",0,0,1,0,0,0,0,0,0,0,0
"REKL Getriebe problem - Fahrer muss, um das Fahrzeug zu 
bewegen, den Motor auf ca. 3000 Umdrehungen drehen. - 
Danach kommt teils die Getr iebe Fehlerlampe GRUND GetriebeÍlwanne undicht KORRECTUR èlverlust Lokalisieren, èlwanne undicht, demontieren 
abdichten Kit ersetzen,",OIL SUMP,OIL LEAKS,KIT OIL SUMP GEARBOX,6.0,408.423423,"REKL  Transmission problem - Driver needs to stop the vehicle 
move, turn the engine to approx. 3000 revolutions. - 
Then sometimes the transmission error light comes on REASON  Transmission oil pan leaking  CORRECTION Oil loss Locate oil pan leaking, dismantle 
replace sealing kit,","{'Type of Failure': 0.2679823637008667, 'Number of Parts Replaced': 0.15888485312461853, 'Defective Component': 0.13346029818058014, 'Cause of Failure: Material Issue': 0.1193259209394455, 'Defective Part': 0.11223352700471878, 'Cause of Failure: Human Error': 0.07713431119918823, 'Cause of Failure: Design Flaw': 0.06552130728960037, 'Total Cost Incurred': 0.06545740365982056}",0,0,1,0,0,0,0,0,0,0,0
"TIPO DANNO VERIFICA BATTERIA CAUSA VERIFICA BATTERIA: MANCATO AVVIAMENTO MOTORE CAUSA 
CORCO CIRCUITO ACCUMULATORE CORREZIONE S/R ACCUMULATORE PER SOSTITUZIONE",BATTERY,SHORT CIRCUIT,BATTERY,1.0,257.44,"DAMAGE TYPE  CHECK BATTERY CAUSE  CHECK BATTERY: ENGINE FAILURE TO START CAUSE 
SHORT ACCUMULATOR CIRCUIT CORRECTION  S/R BATTERY FOR REPLACEMENT","{'Type of Failure': 0.34050533175468445, 'Defective Component': 0.17586486041545868, 'Defective Part': 0.14393950998783112, 'Number of Parts Replaced': 0.13378368318080902, 'Cause of Failure: Material Issue': 0.07930831611156464, 'Total Cost Incurred': 0.05185853689908981, 'Cause of Failure: Design Flaw': 0.05103541910648346, 'Cause of Failure: Human Error': 0.023704301565885544}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA USZKODZONY PRZEWOD ROZNICY CISNIEN  CPRZ PRZEGRZANY PREWOD ROZNICY CISNIEN- NIESZCZELNOSC  KORECTA WYMIAN PRZEWODU CZUJNIKA DELTA P,PIPES,OVERHEATING,HOSE,1.0,31.454139, COMPLAINT  DAMAGED PRESSURE DIFFERENTIAL PIPE   CPRZ OVERHEATED DIFFERENTIAL PRESSURE CONDUIT - LEAKAGE   CORRECTION  REPLACEMENT OF THE DELTA P SENSOR CABLE,"{'Type of Failure': 0.20088018476963043, 'Defective Component': 0.17017854750156403, 'Number of Parts Replaced': 0.16315388679504395, 'Defective Part': 0.14597873389720917, 'Cause of Failure: Material Issue': 0.11928211897611618, 'Cause of Failure: Design Flaw': 0.07738687843084335, 'Total Cost Incurred': 0.07074219733476639, 'Cause of Failure: Human Error': 0.05239739641547203}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT No complaints. CAUSE After repairing the electrical system on the engine hood wire, there 
was a problem with the ATS. An eTIM procedure was performed and 
the need for an ECM SW update was determined. CORRECTION The ECM SW should be updated.",ENGINE DRIVE CONTR.UNIT,DEFECT,ELECTR. CONTR. UNIT,0.0,21.0,"COMPLAINT No complaints. CAUSE After repairing the electrical system on the engine hood wire, there 
was a problem with the ATS. An eTIM procedure was performed and 
the need for an ECM SW update was determined. CORRECTION The ECM SW should be updated.","{'Type of Failure': 0.1893218755722046, 'Defective Component': 0.16493409872055054, 'Defective Part': 0.1449776440858841, 'Cause of Failure: Material Issue': 0.13762272894382477, 'Number of Parts Replaced': 0.1243511512875557, 'Total Cost Incurred': 0.10501185804605484, 'Cause of Failure: Design Flaw': 0.07043343782424927, 'Cause of Failure: Human Error': 0.06334726512432098}",0,0,1,0,0,0,0,0,0,0,0
 SKARGA KONTROLKA EDC + OGRANICZA MOC  CPRZ weryfikacja sterowania podcisnienia do turbo  KORECTA naprawa rozwiercanie otworÊw,ACTUATOR AIR PIPES,LOW OUTPUT/EFFICIENCY,HOSE,0.0,108.368421," COMPLAINT  EDC INDICATOR + POWER LIMITS   CPRZ turbo vacuum control verification   CORRECTION  repair, reaming holes","{'Type of Failure': 0.21112020313739777, 'Defective Component': 0.17509965598583221, 'Number of Parts Replaced': 0.1622130572795868, 'Defective Part': 0.14554601907730103, 'Cause of Failure: Material Issue': 0.08932182192802429, 'Cause of Failure: Design Flaw': 0.08223292976617813, 'Total Cost Incurred': 0.08028043061494827, 'Cause of Failure: Human Error': 0.054185811430215836}",0,0,1,0,0,0,0,0,0,0,0
" COMPLAINT Yellow Ad Blue on dash and in limp mode  CAUSE Short circuit at AdBlue pipe.  CORRECTION Investigated reported fault, carried out a diagnostic check, replaced AdBlue pipe with the new one, carried out AdBlue test, carried out false ECU replacement (using 2 coins), cleared faults, road tested- OK.",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,370.298854," COMPLAINT Yellow Ad Blue on dash and in limp mode  CAUSE Short circuit at AdBlue pipe.  CORRECTION Investigated reported fault, carried out a diagnostic check, replaced AdBlue pipe with the new one, carried out AdBlue test, carried out false ECU replacement (using 2 coins), cleared faults, road tested- OK.","{'Type of Failure': 0.180246502161026, 'Cause of Failure: Material Issue': 0.15811336040496826, 'Number of Parts Replaced': 0.14775244891643524, 'Defective Component': 0.14762544631958008, 'Defective Part': 0.11695375293493271, 'Cause of Failure: Design Flaw': 0.09476632624864578, 'Cause of Failure: Human Error': 0.09052138030529022, 'Total Cost Incurred': 0.06402082741260529}",0,0,1,0,0,0,0,0,0,0,0
"INCIDENT TEMOIN MOTEUR ALLUME ET PERTE DE PUISSANCE CAUSE CAPTEUR DE PARTICULE DEFECTUEUX SOLUTION RECHERCHE DE PANNE ETABLIR DIAGNOSTIC REMPLACER 
CAPTEUR DE PARTICULE EFFACER LES PANNES ESSAI",PARTICULATE SENSOR,NO WARNING,PM SENSOR,1.0,216.495496,"INCIDENT  ENGINE LIGHT ON AND LOSS OF POWER  CAUSE FAULTY PARTICLE SENSOR  SOLUTION  TROUBLESHOOTING ESTABLISH DIAGNOSIS REPLACE 
PARTICLE SENSOR CLEAR FAULTS TEST","{'Type of Failure': 0.2519989013671875, 'Defective Component': 0.17744208872318268, 'Defective Part': 0.1705278754234314, 'Number of Parts Replaced': 0.12357679009437561, 'Cause of Failure: Material Issue': 0.104356549680233, 'Cause of Failure: Design Flaw': 0.06906859576702118, 'Total Cost Incurred': 0.0544864647090435, 'Cause of Failure: Human Error': 0.048542771488428116}",0,0,1,0,0,0,0,0,0,0,0
" INCIDENT Voyant moteur et perte de puissance  CAUSE Apres divers controles, acquisitions et diagnostics apprfondis ; Cablage moteur defectueux  SOLUTION D-repose du cablage moteur, apres diagnostic",CABLES PREHEATING PLUGS,SHORT CIRCUIT,MOTOR HARNESS,3.0,854.89," INCIDENT  Engine light and loss of power   CAUSE After various checks, acquisitions and in-depth diagnostics; Defective motor wiring  SOLUTION  Re-refitting the engine wiring, after diagnosis","{'Defective Component': 0.3221222460269928, 'Defective Part': 0.23614779114723206, 'Type of Failure': 0.15146726369857788, 'Cause of Failure: Material Issue': 0.09815869480371475, 'Number of Parts Replaced': 0.08688677102327347, 'Total Cost Incurred': 0.037976719439029694, 'Cause of Failure: Design Flaw': 0.037102822214365005, 'Cause of Failure: Human Error': 0.03013772889971733}",0,0,1,0,0,0,0,0,0,0,0
 REKL Luftverlust HA  GRUND Balge an den AnschlÜssen undicht  KORRECTUR Balge HA ern.,SPRING CASINGS,CRACKED,AIR BELLOWS,2.1,688.19, REKL  Air loss HA   REASON Bellows at the connections are leaking   CORRECTION  Bellows HA seriously.,"{'Type of Failure': 0.1875084787607193, 'Defective Component': 0.17835049331188202, 'Defective Part': 0.1638410985469818, 'Cause of Failure: Material Issue': 0.12381443381309509, 'Number of Parts Replaced': 0.11184227466583252, 'Cause of Failure: Human Error': 0.08393145352602005, 'Cause of Failure: Design Flaw': 0.07857651263475418, 'Total Cost Incurred': 0.07213519513607025}",0,0,1,0,0,0,0,0,0,0,0
"RECLAMO CUADROS DE REGENERACION CAUSA INEFICIENCIA DEL CATALIZADOR SOLUCION REALIZAR PRCEDIMEINTO GUIADO Y TEST ECM + BODY. 
REGENERACION FORZADA",PARTICULATE TRAP,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0.0,43.12,"CLAIM  REGENERATION TABLES CAUSE  CATALYST INEFFICIENCY  SOLUTION PERFORM GUIDED PROCEDURE AND TEST NDE + BODY. 
FORCED REGENERATION","{'Defective Component': 0.1968754380941391, 'Type of Failure': 0.1765967309474945, 'Defective Part': 0.14993785321712494, 'Number of Parts Replaced': 0.11689013242721558, 'Cause of Failure: Material Issue': 0.11337750405073166, 'Cause of Failure: Design Flaw': 0.08995746821165085, 'Cause of Failure: Human Error': 0.08294788002967834, 'Total Cost Incurred': 0.07341695576906204}",0,0,1,0,0,0,0,0,0,0,0
REKL Luftfiltergehäuse klappert im Leerlauf GRUND Befestigungsstopfen vom Luftfiltergeäuse vorn sind ausgearbeitet KORRECTUR Stopfen erneuert,ENGINE AIR CLEANER,LOOSE RETAINER,RUBBER LUG,2.0,25.29,REKL  Air filter housing rattles when idling  REASON Fastening plugs for the front air filter housing have been worked out  CORRECTION  Plug renewed,"{'Number of Parts Replaced': 0.22389009594917297, 'Type of Failure': 0.18034321069717407, 'Defective Component': 0.12787650525569916, 'Cause of Failure: Material Issue': 0.11833865940570831, 'Defective Part': 0.1100849062204361, 'Cause of Failure: Design Flaw': 0.09382292628288269, 'Cause of Failure: Human Error': 0.07820092886686325, 'Total Cost Incurred': 0.06744275987148285}",0,0,1,0,0,0,0,0,0,0,0
 REKL GERAEUSCHE VORDERACHSE  GRUND BUCHSEN QUERLENKER VORDERACHSE INNEN LINKS UND RECHTS AUSGESCHLAGEN  KORRECTUR ACHSSCHENKEL A+E LENKER VORDERACHSE LINKS UND RECHTS A+E BUCHSEN LENKER ERNEUERN VORDERACHSE VERMESSEN,RUBBER BUSHES,INCORRECT CLEARANCE,SILENTBLOCK,10.0,1169.32, REKL  FRONT AXLE NOISE   REASON BUSHINGS WISHBONE FRONT AXLE INSIDE LEFT AND RIGHT KNOCKED OUT   CORRECTION  STEEL KNUCKLE A+E HANDLEBAR FRONT AXLE LEFT AND RIGHT A+E BUSHINGS REPLACE HANDLEBAR MEASURE FRONT AXLE,"{'Number of Parts Replaced': 0.21148139238357544, 'Type of Failure': 0.1528555452823639, 'Defective Component': 0.1321537345647812, 'Cause of Failure: Material Issue': 0.11795797944068909, 'Defective Part': 0.1172100380063057, 'Total Cost Incurred': 0.0982009544968605, 'Cause of Failure: Design Flaw': 0.08845260739326477, 'Cause of Failure: Human Error': 0.08168774843215942}",0,0,1,0,0,0,0,0,0,0,0
" REKL Zentralverriegelung ohne Funktion  GRUND beide Kontakte an der HecktÜr korrodiert  KORRECTUR ZV ÜberprÜft, Beide Kontakte an der HecktÜr a+e und erneuert",DOOR CONN. FIXED PART,CORROSION/OXIDATION/PITS,SLIDING CONTACT,4.0,186.91," REKL  Central locking not working   REASON both contacts on the rear door corroded   CORRECTION  ZV checked, both contacts on the rear door a+e and replaced","{'Number of Parts Replaced': 0.2797664701938629, 'Type of Failure': 0.17661362886428833, 'Defective Component': 0.14964476227760315, 'Defective Part': 0.12895849347114563, 'Cause of Failure: Material Issue': 0.10363202542066574, 'Total Cost Incurred': 0.05844320356845856, 'Cause of Failure: Human Error': 0.0524296835064888, 'Cause of Failure: Design Flaw': 0.050511762499809265}",0,0,1,0,0,0,0,0,0,0,0
 INCIDENT ROUE ARG COMPLETEMENT BLOQUE ANS 8001756062  CAUSE GRIPPAGE ROULEMENTS  SOLUTION DIAGNOSTIQUE FREINAGE AR CAR ROUE ARG TRES CHAUDE--LA FUMEE EST SORTIE DE CE COTE--DEPOSE ROUES ARG--ROUE BLOQUE--DEPOSE ARBRE DE RO UE POUR DIAGNOSTIQUE--ROULEMENT BLOQUE/CASSE--30UT HORS BAREME POUR ESSIER DE DEMONTER LE MOYEU--IMPOSSIBLE TOUT ETAIT SOUDE--WPA 10 68222057--REMPLACEMENT PONT--CONTROLE APRES REPARATION OK,BEARINGS,SEIZURE,WHEEL BEARINGS,18.5,3375.58, INCIDENT  ARG WHEEL COMPLETELY LOCKED YEARS 8001756062   CAUSE BEARING SIZING   SOLUTION  REAR BRAKE DIAGNOSTIC BECAUSE ARG WHEEL IS VERY HOT--SMOKE CAME OUT FROM THIS SIDE--REMOVAL OF ARG WHEELS--LOCKED WHEEL--REMOVAL OF WHEEL SHAFT FOR DIAGNOSTIC--BLOCKING/BROKEN BEARING--30UT OUT OF SCALE FOR TRY TO DISASSEMBLE THE HUB--IMPOSSIBLE EVERYTHING WAS WELDED--WPA 10 68222057--BRIDGE REPLACEMENT--CHECK AFTER REPAIR OK,"{'Number of Parts Replaced': 0.13726703822612762, 'Defective Component': 0.13239234685897827, 'Defective Part': 0.12843093276023865, 'Type of Failure': 0.1276606321334839, 'Cause of Failure: Material Issue': 0.12330742180347443, 'Cause of Failure: Human Error': 0.12058587372303009, 'Cause of Failure: Design Flaw': 0.11647962033748627, 'Total Cost Incurred': 0.1138760969042778}",0,0,1,0,0,0,0,0,0,0,0
REKL SCHIEBETUERE LAESST SICH NICHT KOMPLETT SCHLIESSEN. GRUND TUERKONTAKTE DEFEKT. KORRECTUR TUERKONTAKTE ERNEUERN.,DOOR CONN. FIXED PART,DEFORMED,SLIDING CONTACT,2.0,132.19,REKL  SLIDING DOOR CANNOT CLOSED COMPLETELY. REASON  DOOR CONTACTS DEFECTIVE. CORRECTION  RENEW DOOR CONTACTS.,"{'Defective Component': 0.3468727171421051, 'Defective Part': 0.24830783903598785, 'Type of Failure': 0.14842483401298523, 'Number of Parts Replaced': 0.0687149316072464, 'Cause of Failure: Material Issue': 0.05203292891383171, 'Cause of Failure: Human Error': 0.049803026020526886, 'Cause of Failure: Design Flaw': 0.04693865031003952, 'Total Cost Incurred': 0.03890504688024521}",0,0,1,0,0,0,0,0,0,0,0
"SICAYET Araç debriyaj pedalı takılı kalıyor kontrol NEDEN Yapılan kontrolde aracın debriyaj merkez üst piston o-ring ve lastikleri 
deforme olduğundan hidrolik kaçırdığı tespit edildi YAPILANIS Aracın debriyaj merkez değişimi yapıldı onarım tamamlandı",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,102.872807,"TEMPERATURE  Vehicle clutch pedal remains stuck, check  WHY In the inspection, the clutch center upper piston o-ring and tires of the vehicle 
It was determined that it was leaking hydraulics because it was deformed.  The clutch center of the vehicle was replaced and the repair was completed.","{'Type of Failure': 0.18823954463005066, 'Number of Parts Replaced': 0.17158611118793488, 'Defective Component': 0.16819186508655548, 'Defective Part': 0.15906354784965515, 'Cause of Failure: Material Issue': 0.1264784038066864, 'Cause of Failure: Design Flaw': 0.06378985196352005, 'Cause of Failure: Human Error': 0.062115125358104706, 'Total Cost Incurred': 0.06053556501865387}",0,0,1,0,0,0,0,0,0,0,0
SKARGA WYCIEK W KOMORZE SILNIKA CPRZ zdeformowana uszczelka pompy wysokiego ciśnienia KORECTA wymiana uszczelki pompy wysokiego ciśnienia,PUMP DRIVE GASKET,DEFORMED,O-RING,1.0,109.44,COMPLAINT  LEAK IN ENGINE COMPARTMENT  CPRZ deformed high pressure pump seal  CORRECTION  replacement of the high pressure pump seal,"{'Number of Parts Replaced': 0.20810800790786743, 'Type of Failure': 0.17851489782333374, 'Defective Component': 0.14822731912136078, 'Defective Part': 0.14614494144916534, 'Cause of Failure: Material Issue': 0.1150532215833664, 'Cause of Failure: Design Flaw': 0.07378493994474411, 'Total Cost Incurred': 0.06525330245494843, 'Cause of Failure: Human Error': 0.06491337716579437}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT melder fejl på kamera/ldws CAUSE der er elektrisk fejl på kamera og kortslutning inde i ledningsnet til 
LDWS CORRECTION diagnose med UDT og fejl slettet, fejlsøgning 1 time e-tid, ledningsnet 
til LDWS udskiftet 0,5 time e-tid (se ASIST 106130835 på manglende 
CRT kode), kamera og ledningsnet udskiftet og kalibrering af kamera 
og ldws med 1 coin",LANE WARNING CCTV,DEFECTIVE CONTACTS,TV-CAMERA,3.0,1569.973188,"COMPLAIN  reports error on camera/ldws  CAUSE there is an electrical fault on the camera and a short circuit inside the wiring harness 
LDWS  CORRECTION  diagnosis with UDT and error deleted, troubleshooting 1 hour e-time, wiring harness 
for LDWS replaced 0.5 hour e-time (see ASIST 106130835 on missing 
CRT code), camera and wiring harness replaced and calibration of camera 
and ldws with 1 coin","{'Number of Parts Replaced': 0.19557279348373413, 'Type of Failure': 0.17274925112724304, 'Cause of Failure: Material Issue': 0.13773706555366516, 'Defective Component': 0.12795767188072205, 'Defective Part': 0.11435084789991379, 'Cause of Failure: Design Flaw': 0.10880932956933975, 'Total Cost Incurred': 0.07226438075304031, 'Cause of Failure: Human Error': 0.07055861502885818}",0,0,1,0,0,0,0,0,0,0,0
"REKL Motor und Abgas Kontrollen leuchten - Fahrzeug im Notlauf GRUND Heizung AdBlue Leitung defekt KORRECTUR Leitung auswechseln , Anlage befüllen und testen",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,188.87,"REKL  Engine and exhaust gas controls light up - vehicle in emergency mode  REASON Heater AdBlue line defective  CORRECTION  Replace the line, fill the system and test it","{'Defective Component': 0.2895657420158386, 'Defective Part': 0.23812632262706757, 'Type of Failure': 0.1388445943593979, 'Number of Parts Replaced': 0.10949086397886276, 'Cause of Failure: Material Issue': 0.08432633429765701, 'Cause of Failure: Human Error': 0.047634709626436234, 'Cause of Failure: Design Flaw': 0.046795811504125595, 'Total Cost Incurred': 0.04521561414003372}",0,0,1,0,0,0,0,0,0,0,0
