DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Defective Component,Defective Part,Number of Parts Replaced,Total Cost Incurred,Human Error,Design Flaw,Material Issue
"INCIDENT fuite liquide refroidissement au niveau du radiateur. "" CAUSE Fissure au niveau du sertissage carter radiateur.

défaut du fabrication SOLUTION Remplacement radiateur
",RADIATOR,DEFECT,WATER RADIATOR,1.0,322.5,"INCIDENT  Coolant leak at the radiator. "" CAUSE  Crack at the radiator casing crimping.

manufacturing defect SOLUTION  Radiator replacement",Defective Component,1,0,0,0,0,0,0
"SICAYET Araçta su kaçağı var NEDEN Yapılan kontrollerde kaçağın radyatör su hortumundan geldiği tespit 
edilmiştir YAPILANIS Hortum değişimi yapılarak kaçak giderilmiştir.",RADIATOR SLEEVES,DEFORMED,WATER HOSE,2.0,134.872806,"TEMPERATURE  There is a water leak in the vehicle  WHY During the checks, it was determined that the leak was coming from the radiator water hose. 
has been CONDUCTION  The leak was fixed by replacing the hose.",Number of Parts Replaced,0,0,1,0,0,0,0
 COMPLAINT LOSS OF OIL REAR AXLE  CAUSE CONFIRMED DIFF SEAL FAILURE CAUSING OIL LOSS  CORRECTION CARRY OUT PROCEDURES TO REPLACE DIFF OIL SEAL AND NUT. TOP UP OIL. ROAD TEST.,FLANGE SEAL,DEFORMED,SHAFT SEAL,5.0,158.441859, COMPLAINT LOSS OF OIL REAR AXLE  CAUSE CONFIRMED DIFF SEAL FAILURE CAUSING OIL LOSS  CORRECTION CARRY OUT PROCEDURES TO REPLACE DIFF OIL SEAL AND NUT. TOP UP OIL. ROAD TEST.,Defective Part,0,1,0,0,0,0,0
SKARGA BLOKUJA SIE HAMULCE TYL SMIERDZI I OGRACE CPRZ ZATARTE DZWIGNIE HAMULCA RECZNEGO ROZPIERAKI KORECTA WYMIANA ROZPIERACZY,SHOES,BLOCKAGE,LEVER,2.0,166.650527,"COMPLAINT  THE REAR BRAKES ARE LOCKING, IT STINKS AND OGRAES  CPRZ STOKEN HANDBRAKE LEVER EXPANDERS  CORRECTION  EXPANSION REPLACEMENT",Defective Component,1,0,0,0,0,0,0
" TIPO DANNO VEICOLO SPENTO NON PARTE  CAUSA ATTESA AUTISTA CHE SI ERA ALLONTANATO DAL VEICOLO.Test batteria ok, controllo cavi di massa,ripresa serraggio cavi di massa vano mo tore, trovati leggermente lenti. Vedi foto allegata  CORREZIONE SERRAGGIO CAVI DI MASSA E TEST VEICOLO",GROUND LEAD,DEFECTIVE CONTACTS,EARTH WIRE,0.0,49.5," DAMAGE TYPE  VEHICLE OFF DOES NOT START  CAUSE  WAITING FOR THE DRIVER WHO HAD MOVED AWAY FROM THE VEHICLE. Battery test ok, check ground cables , retightening engine compartment ground cables, found to be slightly loose. See attached photo  CORRECTION  TIGHTENING OF EARTH CABLES AND VEHICLE TESTING",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO RUMOROSITA' RUOTE ANTERIORI  CAUSA 5801341551 KIT MOZZO RUOTA  CORREZIONE 520620112 S-R 2 MOZZI RUOTA ASSALE ANTERIORE EL-PERD.,BEARINGS,SEIZURE,WHEEL HUB SET,2.0,721.83, DAMAGE TYPE  NOISE FROM THE FRONT WHEELS  CAUSE  5801341551 WHEEL HUB KIT   CORRECTION 520620112 S-R 2 WHEEL HUBS FRONT AXLE EL-LOSS.,Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA W CZASIE JAZDY ZAPALA SIE I GASNIE KONTROLKA SILNIKA CPRZ WADLIWY KONTAKT WE WTYCZCE CZUJNIKA NOX KORECTA DIAGNOSTYKA,SPRAWDZENIE MAS I POLACZEN 
EL,POPRAWIENIE KONTAKTU WE WTYCZCE CZUJNIKA 
NOX,JAZDA TESTOWA",NOX DETECTION SENSOR,DEFECTIVE CONTACTS,NOX SENSOR,0.0,34.08421,"COMPLAINT  WHILE DRIVING, THE ENGINE LIGHT GOES ON AND OFF  CPRZ DEFECTIVE CONTACT IN NOX SENSOR PLUG  CORRECTION  DIAGNOSTICS, CHECKING GROUNDS AND CONNECTIONS 
EL, IMPROVING THE CONTACT IN THE SENSOR PLUG 
NOX, TEST DRIVE",Defective Component,1,0,0,0,0,0,0
 REKL Schiebetuer schliesst nicht richtig  GRUND Oberes Tuerschloss ist gefressen  KORRECTUR Schloss ersetzt,LOCK,SEIZURE,DOOR LOCK,2.0,109.85, REKL  Sliding door doesn't close properly   REASON Upper door lock is eaten   CORRECTION  Lock replaced,Defective Part,0,1,0,0,0,0,0
 SKARGA SWIECI KONTROLKA SILNIKA  CPRZ KONTROLA UDT.INST.ELE.DO REGENERACJI DPF.PRZETARTY PRZEWOD INTERCOOLERA  KORECTA WYMIANA PRZEWODU INTERCOOLERA,SLEEVES,SEIZURE,RUBBER SLEEVE,3.0,186.155789, COMPLAINT  ENGINE LIGHT IS ON   CPRZ UDT.INST.ELEMENTS FOR DPF REGENERATION INSPECTION.WORN HOSE INTERCOOLER  CORRECTION  INTERCOOLER HOSE REPLACEMENT,Defective Component,1,0,0,0,0,0,0
"COMPLAINT BREMSELAMPE LYSER CAUSE HEVEARM BEGGE SIDER SITTER FAST / INGEN BEVEGELSE CORRECTION FEILSØKT BREMSER FORAN OG BAK
INGEN FEIL FORAN - SÅ KONTROLLERTE BREMSER BAK
JUSTERT HÅNDBREKK
UTFØRT PIP 38T MEN FORTSATT FEIL
DEMONTERT BREMSER OG FEILSØKT
INGEN BEVEGELSE I HEVEARM BEGGE SIDER
SKIFTET HEVEARM
MONTERT SAMMEN BREMSER OG MONTERT HJUL MED MOMENT
LITT EKSTRA TID PÅ DEMONTERING GRUNNET FASTSETTING ER 
SATT PÅ ECONOMY",SHOE RETAIN SPRING,SEIZURE,KIT,1.0,643.862,"COMPLAIN  BRAKE LIGHT ILLUMINATED CAUSE  LEVER ARM BOTH SIDES FIXED / NO MOVEMENT  CORRECTION ERROR SEARCHED FRONT AND REAR BRAKES
NO FAULTS IN FRONT - SO CHECKED REAR BRAKES
ADJUSTED HANDBRAKE
PERFORMED PIP 38H BUT STILL ERROR
DISASSEMBLED BRAKES AND TROUBLESHOOTED
NO LEVER ARM MOVEMENT ON BOTH SIDES
CHANGED LEVER ARM
MOUNTED TOGETHER BRAKES AND MOUNTED WHEELS WITH TORQUE
A LITTLE EXTRA TIME FOR DISASSEMBLY IS DUE TO DETERMINATION 
SET ON ECONOMY",Defective Component,1,0,0,0,0,0,0
"SKARGA NIESZCZELNOSC ZAWIESZENIA PODUSZEK 
PNEUMATYCZNYCH CPRZ PEKNIETE MIECHY PODUSZEK ZAWIESZENIA 
PNEUMATYCZNEGO TYLNEGO KORECTA WYMIANA MIECHOW PODUSZEK ZAWIESZENIA",SPRING CASINGS,BREAK,AIR BELLOWS,2.0,309.42282,"COMPLAINT  LEAKING IN THE PILLOW SUSPENSION 
PNEUMATIC CPRZ  BROKEN SUSPENSION PILLOW BALLOWS 
PNEUMATIC REAR CORRECTION  REPLACEMENT OF SUSPENSION BALLOWS",Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT MOTORLAMPA LYSER, VARNAR FÖR PARTIKELFILTER CAUSE FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING PÅ TEMPGIVARE FÖRE DPF, 
KONTROLL 
SAMT UPPMÄTNING KABLAGE OCH KONTAKTSTYCKEN, 
KONSTATERAR AVBROTT SENSORKABEL, UTFÖRT BYTE 
TEMPGIVARE FÖRE DPF, UTFÖRT FORCED REGENERERING, 
RADERING FELMINNE, FUNKTIONSKONTROLL SAMT 
PROVKÖRNING 
UTAN ANMÄRKNING, CORRECTION FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING PÅ TEMPGIVARE FÖRE DPF, 
KONTROLL 
SAMT UPPMÄTNING KABLAGE OCH KONTAKTSTYCKEN, 
KONSTATERAR AVBROTT SENSORKABEL, UTFÖRT BYTE 
TEMPGIVARE FÖRE DPF, UTFÖRT FORCED REGENERERING, 
RADERING FELMINNE, FUNKTIONSKONTROLL SAMT 
PROVKÖRNING 
UTAN ANMÄRKNING,",TEMPERATURE SENSOR,BREAK,SENSOR,1.0,315.035,"COMPLAIN  ENGINE LIGHT ILLUMINATES, WARNING OF PARTICLE FILTER  CAUSE TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
FAILURE MEMORY, FAILURE INDICATION ON TEMP SENSOR BEFORE DPF, 
CONTROL 
AS WELL AS MEASURING CABLES AND CONNECTORS, 
DETERMINED BROKEN SENSOR CABLE, REPLACEMENT PERFORMED 
TEMP SENSOR BEFORE DPF, FORCED REGENERATION PERFORMED, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE, CORRECTION  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
FAILURE MEMORY, FAILURE INDICATION ON TEMP SENSOR BEFORE DPF, 
CONTROL 
AS WELL AS MEASURING CABLES AND CONNECTORS, 
DETERMINED BROKEN SENSOR CABLE, REPLACEMENT PERFORMED 
TEMP SENSOR BEFORE DPF, FORCED REGENERATION PERFORMED, 
DELETING FAULT MEMORY, FUNCTIONAL CHECK AS WELL 
TRIAL RUN 
WITHOUT NOTE,",Total Cost Incurred,0,0,0,1,0,0,0
"SICAYET marş basmıyor. NEDEN yapılan servis kontrolünde aracın marş motoru dişlilerinde 
kaçırma olduğu ve aracı çalıştırmadığı görüldü. YAPILANIS marş motoru değişti.arıza giderildi.",STARTER MOTOR ASSY,LOW OUTPUT/EFFICIENCY,STARTER MOTOR,1.0,134.324562,"TEMPERATURE  does not crank. FROM WHERE  During the service check, the vehicle's starter motor gears are 
It was seen that there was a kidnapping and the vehicle was not started. PROCEDURE  starter motor was replaced. The fault was resolved.",Number of Parts Replaced,0,0,1,0,0,0,0
RECLAMO REVISAR PALANCA DE CAMBIO CAUSA SE DETECTA CAPUCHA DE PALANCA DE CAMBIO AGRIETADA. SOLUCION SUSTITUIR CAPUCHA DE LA PALANCA DE CAMBIO,SHIFT LEVER BOOT,CRACKED,GEAR LEVER KNOB,1.0,26.98,CLAIM  CHECK SHIFT LEVER CAUSE  CRACKED GEAR LEVER HOOD DETECTED. SOLUTION  REPLACE SHIFT LEVER HOOD,Defective Component,1,0,0,0,0,0,0
 COMPLAINT TRAVEL TIME DOSSIER 1860974  CAUSE TRAVEL TIME DOSSIER 1860974  CORRECTION TRAVEL TIME DOSSIER 1860974,ANS 24 HOURS,MISCELLANEOUS,WIRE/CABLE,0.0,120.689655, COMPLAINT TRAVEL TIME DOSSIER 1860974  CAUSE TRAVEL TIME DOSSIER 1860974  CORRECTION TRAVEL TIME DOSSIER 1860974,Defective Part,0,1,0,0,0,0,0
"REKL Getriebe problem - Fahrer muss, um das Fahrzeug zu 
bewegen, den Motor auf ca. 3000 Umdrehungen drehen. - 
Danach kommt teils die Getr iebe Fehlerlampe GRUND GetriebeÍlwanne undicht KORRECTUR èlverlust Lokalisieren, èlwanne undicht, demontieren 
abdichten Kit ersetzen,",OIL SUMP,OIL LEAKS,KIT OIL SUMP GEARBOX,6.0,408.423423,"REKL  Transmission problem - Driver needs to stop the vehicle 
move, turn the engine to approx. 3000 revolutions. - 
Then sometimes the transmission error light comes on REASON  Transmission oil pan leaking  CORRECTION Oil loss Locate oil pan leaking, dismantle 
replace sealing kit,",Number of Parts Replaced,0,0,1,0,0,0,0
"TIPO DANNO VERIFICA BATTERIA CAUSA VERIFICA BATTERIA: MANCATO AVVIAMENTO MOTORE CAUSA 
CORCO CIRCUITO ACCUMULATORE CORREZIONE S/R ACCUMULATORE PER SOSTITUZIONE",BATTERY,SHORT CIRCUIT,BATTERY,1.0,257.44,"DAMAGE TYPE  CHECK BATTERY CAUSE  CHECK BATTERY: ENGINE FAILURE TO START CAUSE 
SHORT ACCUMULATOR CIRCUIT CORRECTION  S/R BATTERY FOR REPLACEMENT",Defective Component,1,0,0,0,0,0,0
 SKARGA USZKODZONY PRZEWOD ROZNICY CISNIEN  CPRZ PRZEGRZANY PREWOD ROZNICY CISNIEN- NIESZCZELNOSC  KORECTA WYMIAN PRZEWODU CZUJNIKA DELTA P,PIPES,OVERHEATING,HOSE,1.0,31.454139, COMPLAINT  DAMAGED PRESSURE DIFFERENTIAL PIPE   CPRZ OVERHEATED DIFFERENTIAL PRESSURE CONDUIT - LEAKAGE   CORRECTION  REPLACEMENT OF THE DELTA P SENSOR CABLE,Defective Component,1,0,0,0,0,0,0
"COMPLAINT No complaints. CAUSE After repairing the electrical system on the engine hood wire, there 
was a problem with the ATS. An eTIM procedure was performed and 
the need for an ECM SW update was determined. CORRECTION The ECM SW should be updated.",ENGINE DRIVE CONTR.UNIT,DEFECT,ELECTR. CONTR. UNIT,0.0,21.0,"COMPLAINT No complaints. CAUSE After repairing the electrical system on the engine hood wire, there 
was a problem with the ATS. An eTIM procedure was performed and 
the need for an ECM SW update was determined. CORRECTION The ECM SW should be updated.",Defective Component,1,0,0,0,0,0,0
 SKARGA KONTROLKA EDC + OGRANICZA MOC  CPRZ weryfikacja sterowania podcisnienia do turbo  KORECTA naprawa rozwiercanie otworÊw,ACTUATOR AIR PIPES,LOW OUTPUT/EFFICIENCY,HOSE,0.0,108.368421," COMPLAINT  EDC INDICATOR + POWER LIMITS   CPRZ turbo vacuum control verification   CORRECTION  repair, reaming holes",Defective Component,1,0,0,0,0,0,0
" COMPLAINT Yellow Ad Blue on dash and in limp mode  CAUSE Short circuit at AdBlue pipe.  CORRECTION Investigated reported fault, carried out a diagnostic check, replaced AdBlue pipe with the new one, carried out AdBlue test, carried out false ECU replacement (using 2 coins), cleared faults, road tested- OK.",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,370.298854," COMPLAINT Yellow Ad Blue on dash and in limp mode  CAUSE Short circuit at AdBlue pipe.  CORRECTION Investigated reported fault, carried out a diagnostic check, replaced AdBlue pipe with the new one, carried out AdBlue test, carried out false ECU replacement (using 2 coins), cleared faults, road tested- OK.",Number of Parts Replaced,0,0,1,0,0,0,0
"INCIDENT TEMOIN MOTEUR ALLUME ET PERTE DE PUISSANCE CAUSE CAPTEUR DE PARTICULE DEFECTUEUX SOLUTION RECHERCHE DE PANNE ETABLIR DIAGNOSTIC REMPLACER 
CAPTEUR DE PARTICULE EFFACER LES PANNES ESSAI",PARTICULATE SENSOR,NO WARNING,PM SENSOR,1.0,216.495496,"INCIDENT  ENGINE LIGHT ON AND LOSS OF POWER  CAUSE FAULTY PARTICLE SENSOR  SOLUTION  TROUBLESHOOTING ESTABLISH DIAGNOSIS REPLACE 
PARTICLE SENSOR CLEAR FAULTS TEST",Defective Component,1,0,0,0,0,0,0
" INCIDENT Voyant moteur et perte de puissance  CAUSE Apres divers controles, acquisitions et diagnostics apprfondis ; Cablage moteur defectueux  SOLUTION D-repose du cablage moteur, apres diagnostic",CABLES PREHEATING PLUGS,SHORT CIRCUIT,MOTOR HARNESS,3.0,854.89," INCIDENT  Engine light and loss of power   CAUSE After various checks, acquisitions and in-depth diagnostics; Defective motor wiring  SOLUTION  Re-refitting the engine wiring, after diagnosis",Defective Component,1,0,0,0,0,0,0
 REKL Luftverlust HA  GRUND Balge an den AnschlÜssen undicht  KORRECTUR Balge HA ern.,SPRING CASINGS,CRACKED,AIR BELLOWS,2.1,688.19, REKL  Air loss HA   REASON Bellows at the connections are leaking   CORRECTION  Bellows HA seriously.,Defective Component,1,0,0,0,0,0,0
"RECLAMO CUADROS DE REGENERACION CAUSA INEFICIENCIA DEL CATALIZADOR SOLUCION REALIZAR PRCEDIMEINTO GUIADO Y TEST ECM + BODY. 
REGENERACION FORZADA",PARTICULATE TRAP,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0.0,43.12,"CLAIM  REGENERATION TABLES CAUSE  CATALYST INEFFICIENCY  SOLUTION PERFORM GUIDED PROCEDURE AND TEST NDE + BODY. 
FORCED REGENERATION",Defective Component,1,0,0,0,0,0,0
REKL Luftfiltergehäuse klappert im Leerlauf GRUND Befestigungsstopfen vom Luftfiltergeäuse vorn sind ausgearbeitet KORRECTUR Stopfen erneuert,ENGINE AIR CLEANER,LOOSE RETAINER,RUBBER LUG,2.0,25.29,REKL  Air filter housing rattles when idling  REASON Fastening plugs for the front air filter housing have been worked out  CORRECTION  Plug renewed,Number of Parts Replaced,0,0,1,0,0,0,0
 REKL GERAEUSCHE VORDERACHSE  GRUND BUCHSEN QUERLENKER VORDERACHSE INNEN LINKS UND RECHTS AUSGESCHLAGEN  KORRECTUR ACHSSCHENKEL A+E LENKER VORDERACHSE LINKS UND RECHTS A+E BUCHSEN LENKER ERNEUERN VORDERACHSE VERMESSEN,RUBBER BUSHES,INCORRECT CLEARANCE,SILENTBLOCK,10.0,1169.32, REKL  FRONT AXLE NOISE   REASON BUSHINGS WISHBONE FRONT AXLE INSIDE LEFT AND RIGHT KNOCKED OUT   CORRECTION  STEEL KNUCKLE A+E HANDLEBAR FRONT AXLE LEFT AND RIGHT A+E BUSHINGS REPLACE HANDLEBAR MEASURE FRONT AXLE,Number of Parts Replaced,0,0,1,0,0,0,0
" REKL Zentralverriegelung ohne Funktion  GRUND beide Kontakte an der HecktÜr korrodiert  KORRECTUR ZV ÜberprÜft, Beide Kontakte an der HecktÜr a+e und erneuert",DOOR CONN. FIXED PART,CORROSION/OXIDATION/PITS,SLIDING CONTACT,4.0,186.91," REKL  Central locking not working   REASON both contacts on the rear door corroded   CORRECTION  ZV checked, both contacts on the rear door a+e and replaced",Number of Parts Replaced,0,0,1,0,0,0,0
 INCIDENT ROUE ARG COMPLETEMENT BLOQUE ANS 8001756062  CAUSE GRIPPAGE ROULEMENTS  SOLUTION DIAGNOSTIQUE FREINAGE AR CAR ROUE ARG TRES CHAUDE--LA FUMEE EST SORTIE DE CE COTE--DEPOSE ROUES ARG--ROUE BLOQUE--DEPOSE ARBRE DE RO UE POUR DIAGNOSTIQUE--ROULEMENT BLOQUE/CASSE--30UT HORS BAREME POUR ESSIER DE DEMONTER LE MOYEU--IMPOSSIBLE TOUT ETAIT SOUDE--WPA 10 68222057--REMPLACEMENT PONT--CONTROLE APRES REPARATION OK,BEARINGS,SEIZURE,WHEEL BEARINGS,18.5,3375.58, INCIDENT  ARG WHEEL COMPLETELY LOCKED YEARS 8001756062   CAUSE BEARING SIZING   SOLUTION  REAR BRAKE DIAGNOSTIC BECAUSE ARG WHEEL IS VERY HOT--SMOKE CAME OUT FROM THIS SIDE--REMOVAL OF ARG WHEELS--LOCKED WHEEL--REMOVAL OF WHEEL SHAFT FOR DIAGNOSTIC--BLOCKING/BROKEN BEARING--30UT OUT OF SCALE FOR TRY TO DISASSEMBLE THE HUB--IMPOSSIBLE EVERYTHING WAS WELDED--WPA 10 68222057--BRIDGE REPLACEMENT--CHECK AFTER REPAIR OK,Number of Parts Replaced,0,0,1,0,0,0,0
REKL SCHIEBETUERE LAESST SICH NICHT KOMPLETT SCHLIESSEN. GRUND TUERKONTAKTE DEFEKT. KORRECTUR TUERKONTAKTE ERNEUERN.,DOOR CONN. FIXED PART,DEFORMED,SLIDING CONTACT,2.0,132.19,REKL  SLIDING DOOR CANNOT CLOSED COMPLETELY. REASON  DOOR CONTACTS DEFECTIVE. CORRECTION  RENEW DOOR CONTACTS.,Defective Component,1,0,0,0,0,0,0
"SICAYET Araç debriyaj pedalı takılı kalıyor kontrol NEDEN Yapılan kontrolde aracın debriyaj merkez üst piston o-ring ve lastikleri 
deforme olduğundan hidrolik kaçırdığı tespit edildi YAPILANIS Aracın debriyaj merkez değişimi yapıldı onarım tamamlandı",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,102.872807,"TEMPERATURE  Vehicle clutch pedal remains stuck, check  WHY In the inspection, the clutch center upper piston o-ring and tires of the vehicle 
It was determined that it was leaking hydraulics because it was deformed.  The clutch center of the vehicle was replaced and the repair was completed.",Number of Parts Replaced,0,0,1,0,0,0,0
SKARGA WYCIEK W KOMORZE SILNIKA CPRZ zdeformowana uszczelka pompy wysokiego ciśnienia KORECTA wymiana uszczelki pompy wysokiego ciśnienia,PUMP DRIVE GASKET,DEFORMED,O-RING,1.0,109.44,COMPLAINT  LEAK IN ENGINE COMPARTMENT  CPRZ deformed high pressure pump seal  CORRECTION  replacement of the high pressure pump seal,Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT melder fejl på kamera/ldws CAUSE der er elektrisk fejl på kamera og kortslutning inde i ledningsnet til 
LDWS CORRECTION diagnose med UDT og fejl slettet, fejlsøgning 1 time e-tid, ledningsnet 
til LDWS udskiftet 0,5 time e-tid (se ASIST 106130835 på manglende 
CRT kode), kamera og ledningsnet udskiftet og kalibrering af kamera 
og ldws med 1 coin",LANE WARNING CCTV,DEFECTIVE CONTACTS,TV-CAMERA,3.0,1569.973188,"COMPLAIN  reports error on camera/ldws  CAUSE there is an electrical fault on the camera and a short circuit inside the wiring harness 
LDWS  CORRECTION  diagnosis with UDT and error deleted, troubleshooting 1 hour e-time, wiring harness 
for LDWS replaced 0.5 hour e-time (see ASIST 106130835 on missing 
CRT code), camera and wiring harness replaced and calibration of camera 
and ldws with 1 coin",Number of Parts Replaced,0,0,1,0,0,0,0
"REKL Motor und Abgas Kontrollen leuchten - Fahrzeug im Notlauf GRUND Heizung AdBlue Leitung defekt KORRECTUR Leitung auswechseln , Anlage befüllen und testen",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,188.87,"REKL  Engine and exhaust gas controls light up - vehicle in emergency mode  REASON Heater AdBlue line defective  CORRECTION  Replace the line, fill the system and test it",Defective Component,1,0,0,0,0,0,0
" REKL Das Fahrzeug laesst sich nicht absperren.  GRUND Kabelbruch zu der HecktÜr links. Kabelbrucj in der Verkabelung der Zentralverriegelung im hinteren Holm. Das Fahrzeug lÄsst sich ele ktrisch nicht absperren.  KORRECTUR Die Zentralverriegelung und Ansteuerung ueberprueft, Kabelbaum freigelegt und geoffnet. Kabelbruchg instandgesetzt.",CAB LOOM,DEFECTIVE CONTACTS,WIRE/CABLE,0.0,153.6," REKL  The vehicle cannot be locked.  REASON  Broken cable to the rear door on the left. Cable break in the wiring of the central locking in the rear spar. The vehicle cannot be locked electrically.  CORRECTION  The central locking and control checked, wiring harness exposed and opened. Broken cable repaired.",Defective Component,1,0,0,0,0,0,0
COMPLAINT Side lock door did not work CAUSE We needed to replace it and door handle CORRECTION Replace side door lock and door handle,LOCK,DEFECT,DOOR LOCK,2.0,130.8,COMPLAINT Side lock door did not work CAUSE We needed to replace it and door handle CORRECTION Replace side door lock and door handle,Defective Part,0,1,0,0,0,0,0
"SKARGA SPR CZUJNIK WPI­CIA PASéW, SYGNA ODPI­TYCH PASéW I 
WYRZUCANIE BIEGU NA ""N"" CPRZ USZKODZONA WI ZKA ELEKTR. DESKI ROZDZIELCZEJ KORECTA NAPRAWA WI ZKI ELEKTR DESKI ROZDZIELCZEJ",CAB LOOM,DEFECT,DASHBOARD WIRING,0.0,62.353468,"COMPLAINT  SPR SEAT BELTS TENSION SENSOR, SIGNAL OF REMOVED SEAT SEATS AND 
SHIFTING THE GEAR TO ""N"" CPRZ  DAMAGED ELECTRICAL BEAM. DASHBOARD CORRECTION  REPAIR OF DASHBOARD ELECTRICAL HARNESS",Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT The client complains about loosening the left side of the front bumper. CAUSE After the front bumper inspection, we found that the left bumper 
retainer was broken. CORRECTION The left bumper retainer was replaced.","BUMPER RETAINERS,BRACKETS",BREAK,RETAINER,1.0,98.22,"COMPLAINT The client complains about loosening the left side of the front bumper. CAUSE After the front bumper inspection, we found that the left bumper 
retainer was broken. CORRECTION The left bumper retainer was replaced.",Number of Parts Replaced,0,0,1,0,0,0,0
 INCIDENT D-R BOUCHON VIDANGE HUILE CARTER ELI FTS  CAUSE RUPTURE DU JOINT ETANCHEITER DU BOUCHON DE VIDANGE HUILE MOT EUR  SOLUTION (Tps: .30)D-R BOUCHON VIDANGE HUILE CARTER ELI FTS,OIL DRAIN PLUG,BREAK,WASHER,2.0,25.0, INCIDENT  D-R CRANKCASE OIL DRAIN PLUG ELI FTS   CAUSE RUPTURE OF THE SEAL OF THE EUR ENGINE OIL DRAIN PLUG  SOLUTION  (Time: .30)D-R CRANKCASE OIL DRAIN PLUG ELI FTS,Defective Component,1,0,0,0,0,0,0
 SKARGA INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW  CPRZ INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW  KORECTA INTERWENCJA POJAZDU SERWISOWEGO - Z.GéRA - G OGéW 136km,ANS 24 HOURS,MISCELLANEOUS,RUBBER SLEEVE,0.0,171.884211, COMPLAINT  INTERVENTION OF THE SERVICE VEHICLE - Z.GéRA - G OGéW   CPRZ SERVICE VEHICLE INTERVENTION - Z. GéRA - G OGéW  KORECTA  INTERVENTION OF THE SERVICE VEHICLE - Z.GéRA - G OGéW 136km,Defective Component,1,0,0,0,0,0,0
KLACHT GELUID / LICHTE STORING OORZAAK GELUID CORRECTIE /1 BUITENSPIEGEL U-I,CAB REARVIEW MIRROR,NOISE,REAR MIRROR LEFT,0.0,17.8,COMPLAINT  NOISE / LIGHT DISTURBANCE  CAUSE NOISE  CORRECTION /1 EXTERIOR MIRROR U-I,Number of Parts Replaced,0,0,1,0,0,0,0
 TIPO DANNO FAILUREDESCR  CAUSA CAUSEDESCR  CORREZIONE CORRECTIONDESCR,INPUT SHAFT,NOISE,INPUT SHAFT,1.0,-833.166316, DAMAGE TYPE  FAILUREDESCR  CAUSE  CAUSEDESCR   CORRECTION CORRECTIONDESCR,Defective Component,1,0,0,0,0,0,0
"REKL edc und Ad-Blue-Störanzeige leuchtet GRUND Ad-Blue-Leitung zum EP-Ventil der Ad-Blue-Anlage defekt, dadurch 
EP-Ventil AD-Blue-Anlage am Anschluss defekt KORRECTUR Diagnose UDT stellen, Fehlerquelle festlegen, Ad-Blue-Leitung, Ep-
Ventil und Spannschelle am EP-Ventil der Ad-Blue-Anlage erneuern. 
Ad-Blue-Test nach Rep.",AD-BLUE METERING DEV MODU,DEFECTIVE CONTACTS,DELIVERY LINE,3.0,441.05,"REKL  edc and Ad-Blue fault indicator lights up  REASON Ad-Blue line to EP valve the Ad-Blue system is defective, as a result 
EP valve AD-Blue system defective at connection CORRECTION  Make the diagnosis UDT, determine the source of the error, Ad-Blue line, Ep-
Replace the valve and clamping clamp on the EP valve of the Ad-Blue system. 
Ad-Blue test according to Rep.",Defective Component,1,0,0,0,0,0,0
 SKARGA W CZA SI­ RADIO I ðWIAT A PRZY ZAMKNI­TYM POJE±DZIE  CPRZ ZWARCIE DO MASY W GNIEZDZIE HAKA  KORECTA WYMIANA WIAZKI HAKA,CHASSIS LOOM,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,200.056841, COMPLAINT  WHILE RADIO AND WORLD AND WHEN THE VEHICLE IS CLOSED   CPRZ SHORT CIRCUIT TO GROUND W HOOK SOCKET  CORRECTION  REPLACING THE HOOK HARNESS,Number of Parts Replaced,0,0,1,0,0,0,0
